Aque_Archaeo_1;Slac_0	Aque_Archaeo_1;Slac_0_pval1	Aque_Archaeo_1;Slac_0_pval2	Aque_Archaeo_1;Slac_21	Aque_Archaeo_1;Slac_21_pval1	Aque_Archaeo_1;Slac_21_pval2	Aque_Archaeo_1;Slac_3	Aque_Archaeo_1;Slac_3_pval1	Aque_Archaeo_1;Slac_3_pval2	Aque_Archaeo_1;Slac_5	Aque_Archaeo_1;Slac_5_pval1	Aque_Archaeo_1;Slac_5_pval2	Aque_Bactericidal;Slac_31	Aque_Bactericidal;Slac_31_pval1	Aque_Bactericidal;Slac_31_pval2	Aque_Choano_to_pinaco;Slac_15	Aque_Choano_to_pinaco;Slac_15_pval1	Aque_Choano_to_pinaco;Slac_15_pval2	Aque_Choano_to_pinaco;Slac_24	Aque_Choano_to_pinaco;Slac_24_pval1	Aque_Choano_to_pinaco;Slac_24_pval2	Aque_Choano_to_pinaco;Slac_32	Aque_Choano_to_pinaco;Slac_32_pval1	Aque_Choano_to_pinaco;Slac_32_pval2	Aque_Choanocytes_1;Slac_25	Aque_Choanocytes_1;Slac_25_pval1	Aque_Choanocytes_1;Slac_25_pval2	Aque_Choanocytes_2;Slac_25	Aque_Choanocytes_2;Slac_25_pval1	Aque_Choanocytes_2;Slac_25_pval2	Aque_Choanocytes_2;Slac_30	Aque_Choanocytes_2;Slac_30_pval1	Aque_Choanocytes_2;Slac_30_pval2	Aque_Pinaco_1;Slac_14	Aque_Pinaco_1;Slac_14_pval1	Aque_Pinaco_1;Slac_14_pval2	Aque_Pinaco_1;Slac_17	Aque_Pinaco_1;Slac_17_pval1	Aque_Pinaco_1;Slac_17_pval2	Aque_Pinaco_1;Slac_22	Aque_Pinaco_1;Slac_22_pval1	Aque_Pinaco_1;Slac_22_pval2	Aque_Pinaco_1;Slac_8	Aque_Pinaco_1;Slac_8_pval1	Aque_Pinaco_1;Slac_8_pval2	Aque_Sperm;Slac_4	Aque_Sperm;Slac_4_pval1	Aque_Sperm;Slac_4_pval2	Aque_Unk_1;Slac_4	Aque_Unk_1;Slac_4_pval1	Aque_Unk_1;Slac_4_pval2
Aque_Aqu2.1.27063-001;Slac_ENSLPGG00000023230	3.201242607069932e-92	2.6497204617369967e-21	Aque_Aqu2.1.37818-001;Slac_ENSLPGG00000010551	1.1042169105070999e-65	0.00016474869513399351	Aque_Aqu2.1.18353-001;Slac_ENSLPGG00000017904	2.4837792641188912e-56	1.4884529180400307e-08	Aque_Aqu2.1.41260-001;Slac_ENSLPGG00000008330	1.638108573287336e-99	1.763572462074138e-07				Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000010273	1.5336636022433145e-08	1.4736923783815982e-11	Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000022031	0.0016118061765567644	1.6521542134525504e-05	Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000022031	0.0016118061765567644	0.0026640309671868865	Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000015655	0.0017425631109025657	1.5555584095616784e-48	Aque_Aqu2.1.36448-001;Slac_ENSLPGG00000023442	7.601563556113623e-49	0.000828926358244257	Aque_Aqu2.1.22984-001;Slac_ENSLPGG00000003607	0.0015195175494377914	1.830903210961206e-13	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000007322	4.1608280773534837e-17	7.737038726130456e-15	Aque_Aqu2.1.29497-001;Slac_ENSLPGG00000014782	6.077919633614359e-57	4.809124165610324e-15	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000011839	1.3844036382592803e-13	0.003663675314723735	Aque_Aqu2.1.44280-001;Slac_ENSLPGG00000021800	1.013546532817293e-30	1.377967179154152e-07	Aque_Aqu2.1.39203-001;Slac_ENSLPGG00000027473	1.1233610661314817e-06	1.1142531374851538e-05	Aque_Aqu2.1.42183-001;Slac_ENSLPGG00000015655	5.780185608994803e-10	4.232930875702725e-10
Aque_Aqu2.1.43814-001;Slac_ENSLPGG00000016800	1.0114175846621341e-42	1.3097226120826726e-57	Aque_Aqu2.1.38354-001;Slac_ENSLPGG00000028953	1.1143806868995651e-101	0.00011364032434591311	Aque_Aqu2.1.39902-001;Slac_ENSLPGG00000021584	9.107093425514649e-48	1.5359650593165695e-05	Aque_Aqu2.1.18283-001;Slac_ENSLPGG00000026466	8.281858889981098e-97	1.3881851337162964e-32				Aque_Aqu2.1.38519-001;Slac_ENSLPGG00000007426	4.925084952210815e-06	0.0048171139980914615	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000006271	8.811394793769746e-08	6.725810871771657e-11	Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000019065	2.2364060071655327e-10	0.004592237966067324	Aque_Aqu2.1.35781-001;Slac_ENSLPGG00000016523	5.1906912218938814e-08	3.529984211449646e-10	Aque_Aqu2.1.14136-001;Slac_ENSLPGG00000018698	2.407324601675234e-10	2.86354041207311e-05	Aque_Aqu2.1.41583-001;Slac_ENSLPGG00000003499	1.075194399407091e-28	0.0009192843524476111	Aque_Aqu2.1.41663-001;Slac_ENSLPGG00000004269	6.925532323955444e-17	8.788977280510082e-06	Aque_Aqu2.1.40044-001;Slac_ENSLPGG00000010574	2.8322222814374473e-28	1.771231631264135e-06	Aque_Aqu2.1.26973-001;Slac_ENSLPGG00000000921	1.8757648248382616e-05	8.554351911362749e-10	Aque_Aqu2.1.30850-001;Slac_ENSLPGG00000007919	1.6111351648411453e-09	1.474621204882981e-06	Aque_Aqu2.1.35230-001;Slac_ENSLPGG00000012424	0.003333932225740895	2.0966639451606759e-57	Aque_Aqu2.1.43953-001;Slac_ENSLPGG00000014525	0.002786791961528607	0.0030922186448266915
Aque_Aqu2.1.37095-001;Slac_ENSLPGG00000011766	1.7138617390298075e-107	4.981341181502007e-22	Aque_Aqu2.1.30395-001;Slac_ENSLPGG00000011626	6.234964103978512e-06	4.364461933464749e-38	Aque_Aqu2.1.41621-001;Slac_ENSLPGG00000018880	1.7335877317951547e-90	2.9946119022363995e-49	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000002802	0.0006755546556821743	8.341868309217225e-209				Aque_Aqu2.1.36565-001;Slac_ENSLPGG00000020706	5.467757675960367e-08	0.00016618681967649416	Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000006271	0.007012591066954428	6.725810871771657e-11	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000022031	3.31852085524485e-07	0.0026640309671868865	Aque_Aqu2.1.40608-001;Slac_ENSLPGG00000005021	5.055162838780155e-06	2.836399140952614e-25	Aque_Aqu2.1.16006-001;Slac_ENSLPGG00000013274	3.954070820268625e-14	1.0720818351695422e-11	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000022008	0.009425638668166618	0.006245815641586324	Aque_Aqu2.1.41030-001;Slac_ENSLPGG00000009795	1.2780145784191498e-09	1.5843728573401974e-21	Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000003645	4.20083387372124e-06	6.37289842198441e-13	Aque_Aqu2.1.43986-001;Slac_ENSLPGG00000002394	8.331396457690566e-05	3.132385281564667e-40	Aque_Aqu2.1.28497-001;Slac_ENSLPGG00000009116	6.265744639493593e-06	2.486235618856327e-14	Aque_Aqu2.1.30833-001;Slac_ENSLPGG00000019944	1.6182943729154618e-07	1.5606368505818356e-23	Aque_Aqu2.1.30847-001;Slac_ENSLPGG00000006723	0.003442357639839693	1.0097123505710865e-270
Aque_Aqu2.1.06465-001;Slac_ENSLPGG00000010731	1.1423349568697603e-06	9.675335389896591e-267	Aque_Aqu2.1.43334-001;Slac_ENSLPGG00000007985	1.0309244865485303e-07	0.00035715919530512723	Aque_Aqu2.1.18813-001;Slac_ENSLPGG00000028380	1.5941414811933208e-143	3.1852165286159304e-08	Aque_Aqu2.1.33950-001;Slac_ENSLPGG00000021584	2.1143479916429974e-48	1.5268177922787565e-06				Aque_Aqu2.1.42077-001;Slac_ENSLPGG00000024184	1.6179795020463484e-12	6.4605472536108685e-28	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000006271	1.662739836406084e-09	6.725810871771657e-11	Aque_Aqu2.1.33448-001;Slac_ENSLPGG00000011166	0.0009419018553175181	7.03707662095056e-13	Aque_Aqu2.1.43812-001;Slac_ENSLPGG00000028142	1.9008923186502065e-05	3.7139133484272695e-30	Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000014037	1.0980787290419444e-30	9.215098691457013e-15	Aque_Aqu2.1.35503-001;Slac_ENSLPGG00000003499	6.524992042139891e-05	0.0009192843524476111	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000007525	1.3844036382592803e-13	1.2026125316824048e-14	Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000007158	4.20083387372124e-06	2.3171329481883538e-23	Aque_Aqu2.1.36606-001;Slac_ENSLPGG00000002171	6.429704257152719e-05	3.0880155494544363e-12	Aque_Aqu2.1.23692-001;Slac_ENSLPGG00000000921	1.2841772084763492e-19	0.00020497790178902148	Aque_Aqu2.1.29892-001;Slac_ENSLPGG00000019707	2.0114185965128666e-06	8.348963770442609e-10	Aque_Aqu2.1.41445-001;Slac_ENSLPGG00000012408	0.00015993955679151887	0.0007519966664523761
Aque_Aqu2.1.26225-001;Slac_ENSLPGG00000004270	1.4585812166144586e-112	3.923350826009207e-40	Aque_Aqu2.1.44059-001;Slac_ENSLPGG00000002916	3.328730512336417e-05	8.13217571260454e-08	Aque_Aqu2.1.37079-001;Slac_ENSLPGG00000014397	6.987535709667499e-114	8.281338519449435e-64	Aque_Aqu2.1.38546-001;Slac_ENSLPGG00000004809	5.0069341824032954e-104	3.680454032726867e-52				Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000000921	2.1213248264626324e-06	4.959771898176181e-14	Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000007158	2.2364060071655327e-10	2.0838815629998246e-20	Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000010273	2.1213248264626324e-06	0.0012724249500829956	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000008996	3.9358458296685827e-17	6.84524996954501e-21	Aque_Aqu2.1.30070-001;Slac_ENSLPGG00000017733	1.1819769024332244e-85	0.002669192513835785	Aque_Aqu2.1.28489-001;Slac_ENSLPGG00000009116	4.787491920802856e-09	4.060418632093554e-06	Aque_Aqu2.1.28223-001;Slac_ENSLPGG00000011839	1.3844036382592803e-13	1.90611515788076e-10	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000003645	1.0121820050408576e-29	6.37289842198441e-13	Aque_Aqu2.1.35230-001;Slac_ENSLPGG00000012424	7.365437517835406e-11	2.6856220632054475e-09	Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000014205	6.218782870818954e-08	1.1536648230263885e-25	Aque_Aqu2.1.34141-001;Slac_ENSLPGG00000005942	2.4543785006386496e-05	1.1627829427228654e-10	Aque_Aqu2.1.43434-001;Slac_ENSLPGG00000007104	0.00010038361831722102	9.015781520050588e-110
Aque_Aqu2.1.26950-001;Slac_ENSLPGG00000011704	2.9641211798731584e-40	1.8454078510702356e-07	Aque_Aqu2.1.37747-001;Slac_ENSLPGG00000010195	1.520304058493942e-143	0.0012389856506993425	Aque_Aqu2.1.23425-001;Slac_ENSLPGG00000021584	2.4250333501045333e-55	1.5359650593165695e-05	Aque_Aqu2.1.35105-001;Slac_ENSLPGG00000024580	1.949543091572683e-45	8.69788276427036e-06				Aque_Aqu2.1.41648-001;Slac_ENSLPGG00000020706	5.441393651598379e-13	0.00016618681967649416	Aque_Aqu2.1.29897-001;Slac_ENSLPGG00000020706	1.4875472874532206e-11	0.000720612718783671	Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000019065	0.007012591066954428	0.004592237966067324	Aque_Aqu2.1.38181-001;Slac_ENSLPGG00000004947	0.0014557742047692525	2.3125316935076514e-06	Aque_Aqu2.1.25858-001;Slac_ENSLPGG00000012471	5.683206485678387e-42	1.2256378781761784e-09	Aque_Aqu2.1.31386-001;Slac_ENSLPGG00000022008	1.9939436211890793e-10	0.006245815641586324	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000002171	1.708447263117159e-16	7.388655311919578e-20	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000007158	1.0121820050408576e-29	2.3171329481883538e-23	Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000008996	0.00045457418849529025	1.8020173989883424e-05	Aque_Aqu2.1.36436-001;Slac_ENSLPGG00000015940	9.530971709328e-21	0.008357724621929906	Aque_Aqu2.1.29863-001;Slac_ENSLPGG00000011813	0.00233887121223274	1.1792828546650863e-26	Aque_Aqu2.1.41304-001;Slac_ENSLPGG00000009786	0.0004773102768508639	7.597147476222797e-05
Aque_Aqu2.1.42605-001;Slac_ENSLPGG00000011766	9.509180868415106e-59	4.981341181502007e-22	Aque_Aqu2.1.25460-001;Slac_ENSLPGG00000025767	1.0806839649739981e-05	0.001744453473605008	Aque_Aqu2.1.37774-001;Slac_ENSLPGG00000008927	7.700554024937936e-21	8.998981698858766e-15	Aque_Aqu2.1.14128-001;Slac_ENSLPGG00000018181	2.4522134152092073e-15	3.630673637054969e-70				Aque_Aqu2.1.35781-001;Slac_ENSLPGG00000016523	0.0002769383255997843	7.460571249454539e-10	Aque_Aqu2.1.21208-001;Slac_ENSLPGG00000013772	0.009823782723145305	1.8322970383617765e-06	Aque_Aqu2.1.38608-001;Slac_ENSLPGG00000010736	0.002152172874021064	1.2664158827925261e-08	Aque_Aqu2.1.35503-001;Slac_ENSLPGG00000000967	2.462783846913317e-07	1.6969914153055907e-11	Aque_Aqu2.1.35499-001;Slac_ENSLPGG00000009116	1.2692762160706003e-88	3.098026050711895e-06	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000021186	6.740072048541467e-12	0.00792282449190551	Aque_Aqu2.1.43637-001;Slac_ENSLPGG00000029928	8.152574204947499e-32	1.133641503252008e-12	Aque_Aqu2.1.32890-001;Slac_ENSLPGG00000007568	8.175377015812928e-08	7.355611122930514e-05	Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000007158	2.257130122823816e-08	3.092012612494674e-08	Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000002394	4.479650965828285e-09	1.8622701653685263e-59	Aque_Aqu2.1.31371-001;Slac_ENSLPGG00000019336	0.0006888611292888019	1.7175341942907336e-05	Aque_Aqu2.1.19258-001;Slac_ENSLPGG00000030036	0.0010247131434619572	0.001994043383859412
Aque_Aqu2.1.37747-001;Slac_ENSLPGG00000010195	1.520304058493942e-143	1.0486439829286918e-69	Aque_Aqu2.1.30833-001;Slac_ENSLPGG00000019944	0.001936844846956756	3.360298033119989e-05	Aque_Aqu2.1.19270-001;Slac_ENSLPGG00000014669	3.5649902187242884e-79	0.0037258641928529	Aque_Aqu2.1.37774-001;Slac_ENSLPGG00000005401	7.700554024937936e-21	2.3421129342282908e-26				Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000010854	2.521644079706085e-10	0.0011755140317752015	Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000001139	0.007012591066954428	1.364164359996385e-34	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000001139	1.662739836406084e-09	1.0794946248240394e-08	Aque_Aqu2.1.41583-001;Slac_ENSLPGG00000001761	2.627667865706224e-26	5.837025646251024e-10	Aque_Aqu2.1.42050-001;Slac_ENSLPGG00000000696	1.3711598473476238e-18	5.830310343059631e-06	Aque_Aqu2.1.23703-001;Slac_ENSLPGG00000020158	0.0012734706067576197	1.2616917444537784e-05	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000007158	1.3309245062395783e-20	3.4393842705479424e-25	Aque_Aqu2.1.36507-001;Slac_ENSLPGG00000029934	1.294377129584489e-07	0.0007193067221844002	Aque_Aqu2.1.43251-001;Slac_ENSLPGG00000027461	2.3451474142829946e-08	0.0044535470809418595	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000001139	1.0121820050408576e-29	4.345251405310324e-05	Aque_Aqu2.1.43289-001;Slac_ENSLPGG00000001774	0.00030734414796325745	3.6528869866102756e-06	Aque_Aqu2.1.28506-001;Slac_ENSLPGG00000015791	0.002021645072273427	6.366879886062201e-05
Aque_Aqu2.1.44167-001;Slac_ENSLPGG00000002326	2.4503567949267662e-116	0.0009657979137766772	Aque_Aqu2.1.37974-001;Slac_ENSLPGG00000010195	2.4185485011480635e-14	0.0012389856506993425	Aque_Aqu2.1.40665-001;Slac_ENSLPGG00000018877	8.115709961538107e-35	1.7074539375803793e-05	Aque_Aqu2.1.18353-001;Slac_ENSLPGG00000017904	2.4837792641188912e-56	7.430822732872599e-09				Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000015655	1.5630724984533242e-08	1.5732646119188781e-15	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000001139	1.662739836406084e-09	1.364164359996385e-34	Aque_Aqu2.1.38608-001;Slac_ENSLPGG00000025832	0.002152172874021064	8.851924786305355e-06	Aque_Aqu2.1.21248-001;Slac_ENSLPGG00000009981	5.582838869151021e-65	3.133649304005058e-06	Aque_Aqu2.1.34597-001;Slac_ENSLPGG00000028037	0.0004624105493005545	0.00027557461432683	Aque_Aqu2.1.34263-001;Slac_ENSLPGG00000015631	5.189591029528842e-07	4.2785560696745975e-05	Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000014205	6.218782870818954e-08	8.529006203565522e-47	Aque_Aqu2.1.43954-001;Slac_ENSLPGG00000029175	0.0001823425905369846	5.940489462650018e-09	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000019065	1.0121820050408576e-29	0.008445174686407597	Aque_Aqu2.1.36574-001;Slac_ENSLPGG00000012140	0.0004940940652812278	1.0581014950202239e-19	Aque_Aqu2.1.41015-001;Slac_ENSLPGG00000002336	0.009779608172527637	0.0016442130005784117	Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000024989	3.7598373078532615e-09	0.00241040070878632
Aque_Aqu2.1.44059-001;Slac_ENSLPGG00000001288	3.328730512336417e-05	4.0556484159166975e-43	Aque_Aqu2.1.13985-001;Slac_ENSLPGG00000020432	0.007557710813279713	2.737864208253232e-31	Aque_Aqu2.1.27224-001;Slac_ENSLPGG00000026851	6.85573730359377e-63	5.649024235262259e-05	Aque_Aqu2.1.14137-001;Slac_ENSLPGG00000018350	3.1178299804803794e-58	8.772695547919577e-06				Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000002171	0.0016118061765567644	4.811942582704965e-16	Aque_Aqu2.1.36606-001;Slac_ENSLPGG00000022031	5.622930540080185e-07	1.6521542134525504e-05	Aque_Aqu2.1.23247-001;Slac_ENSLPGG00000014386	1.1200245995874174e-06	1.7287512944415076e-07	Aque_Aqu2.1.34848-001;Slac_ENSLPGG00000007243	2.4510777142538128e-05	8.006524902330374e-19	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000008996	6.740072048541467e-12	6.84524996954501e-21				Aque_Aqu2.1.44664-001;Slac_ENSLPGG00000019364	7.083421842137397e-10	8.57929539307134e-07	Aque_Aqu2.1.23692-001;Slac_ENSLPGG00000010273	1.2841772084763492e-19	7.696669701701013e-06	Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000002394	4.479650965828285e-09	3.132385281564667e-40	Aque_Aqu2.1.43536-001;Slac_ENSLPGG00000021503	3.1456270560029736e-13	1.416254818464003e-05	Aque_Aqu2.1.29864-001;Slac_ENSLPGG00000003738	0.006566079114390827	0.0005406747718673408	Aque_Aqu2.1.36284-001;Slac_ENSLPGG00000025799	0.0008833769211785781	8.167566057359909e-13
Aque_Aqu2.1.34374-001;Slac_ENSLPGG00000010554	1.4390603500282076e-48	1.34847309513742e-06	Aque_Aqu2.1.28078-001;Slac_ENSLPGG00000010195	6.696460884889418e-10	0.0012389856506993425	Aque_Aqu2.1.37974-001;Slac_ENSLPGG00000010195	2.4185485011480635e-14	7.49018270378121e-168	Aque_Aqu2.1.37762-001;Slac_ENSLPGG00000010260	1.6015037883301053e-113	4.902776946435151e-31				Aque_Aqu2.1.42777-001;Slac_ENSLPGG00000002863	0.0035615299341942995	0.0006982260484209229	Aque_Aqu2.1.38750-001;Slac_ENSLPGG00000014037	2.625604464614801e-12	1.8687999982522213e-07	Aque_Aqu2.1.23414-001;Slac_ENSLPGG00000009214	1.6439830959473454e-05	3.240392509643519e-06	Aque_Aqu2.1.44194-001;Slac_ENSLPGG00000013677	4.3628815760055725e-50	1.1102809994691477e-05	Aque_Aqu2.1.27287-001;Slac_ENSLPGG00000013677	3.770990768672222e-45	1.1102809994691477e-05				Aque_Aqu2.1.43251-001;Slac_ENSLPGG00000017003	2.3451474142829946e-08	0.0007146712202704738	Aque_Aqu2.1.24981-001;Slac_ENSLPGG00000009456	2.7217252995401606e-14	2.941187808203476e-10	Aque_Aqu2.1.41012-001;Slac_ENSLPGG00000018391	0.00027018571509218245	8.557416813620929e-05	Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000007322	6.218782870818954e-08	1.5533319931254813e-22	Aque_Aqu2.1.37818-001;Slac_ENSLPGG00000010551	1.454357753979836e-07	0.00868613460338985	Aque_Aqu2.1.29723-001;Slac_ENSLPGG00000004327	0.0005473907735919964	7.043279595788877e-11
Aque_Aqu2.1.35230-001;Slac_ENSLPGG00000012424	3.97530928919099e-36	3.282999557512256e-11	Aque_Aqu2.1.37748-001;Slac_ENSLPGG00000010195	0.006868279958800548	0.0012389856506993425	Aque_Aqu2.1.25682-001;Slac_ENSLPGG00000019196	1.2153315557323154e-117	0.00306284411081196	Aque_Aqu2.1.27294-001;Slac_ENSLPGG00000021584	6.379913106281972e-32	1.5268177922787565e-06				Aque_Aqu2.1.21047-001;Slac_ENSLPGG00000021268	2.0042391223224744e-08	0.006222428200386769	Aque_Aqu2.1.21205-001;Slac_ENSLPGG00000013772	0.002107528433600299	1.8322970383617765e-06	Aque_Aqu2.1.27228-001;Slac_ENSLPGG00000025642	8.73403633687885e-34	0.0024766795362627264	Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000013069	3.46092426890341e-23	1.8352583169197938e-25	Aque_Aqu2.1.27228-001;Slac_ENSLPGG00000025642	3.237200369837252e-45	6.993743447563894e-34				Aque_Aqu2.1.33635-001;Slac_ENSLPGG00000026194	0.00010669886911690847	1.969891307800923e-05	Aque_Aqu2.1.42762-001;Slac_ENSLPGG00000002171	1.0081478109652569e-17	2.040331509655993e-20	Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000021186	0.00045457418849529025	2.411558428950339e-13	Aque_Aqu2.1.28489-001;Slac_ENSLPGG00000009453	1.2639077541595553e-28	1.297346950394959e-07	Aque_Aqu2.1.41622-001;Slac_ENSLPGG00000016003	9.37433589323078e-05	0.00011556355925067361	Aque_Aqu2.1.14505-001;Slac_ENSLPGG00000014205	0.0012907827016655612	8.273456498889516e-13
Aque_Aqu2.1.37960-001;Slac_ENSLPGG00000013344	8.706435525501074e-27	5.693536841006229e-08				Aque_Aqu2.1.12657-001;Slac_ENSLPGG00000004375	2.9043498226616313e-98	1.1780417691428253e-05	Aque_Aqu2.1.40665-001;Slac_ENSLPGG00000018877	8.115709961538107e-35	1.805147948244949e-05				Aque_Aqu2.1.23247-001;Slac_ENSLPGG00000013844	1.1200245995874174e-06	1.7058538510207692e-102	Aque_Aqu2.1.35781-001;Slac_ENSLPGG00000007429	0.0002769383255997843	5.2822232502345456e-17	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000021520	8.811394793769746e-08	0.008152652185200318	Aque_Aqu2.1.39760-001;Slac_ENSLPGG00000006423	1.3668276675116748e-07	3.266166105766691e-05	Aque_Aqu2.1.41583-001;Slac_ENSLPGG00000030274	1.075194399407091e-28	1.90995439367809e-08				Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000007158	1.0121820050408576e-29	3.4393842705479424e-25	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000007158	1.3309245062395783e-20	2.3171329481883538e-23	Aque_Aqu2.1.38824-001;Slac_ENSLPGG00000000921	0.0021069493728025235	8.554351911362749e-10	Aque_Aqu2.1.31388-001;Slac_ENSLPGG00000021402	0.004760476945746735	2.2504082942667657e-43	Aque_Aqu2.1.31353-001;Slac_ENSLPGG00000008965	0.00010803493139412435	8.041779839829194e-05	Aque_Aqu2.1.16006-001;Slac_ENSLPGG00000013274	5.270219096773603e-09	0.00017042420495908981
Aque_Aqu2.1.31194-001;Slac_ENSLPGG00000008926	9.479286352586293e-109	2.305627224004209e-06				Aque_Aqu2.1.31194-001;Slac_ENSLPGG00000008469	9.479286352586293e-109	1.6694818403245838e-83	Aque_Aqu2.1.43688-001;Slac_ENSLPGG00000021584	4.4253445921185735e-29	1.5268177922787565e-06				Aque_Aqu2.1.39702-001;Slac_ENSLPGG00000029003	3.839636538726795e-05	3.9316935641236165e-15	Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000010273	1.5336636022433145e-08	2.2568325936102162e-05	Aque_Aqu2.1.40997-001;Slac_ENSLPGG00000019726	3.056879980995244e-05	1.5518774950969737e-86	Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000009453	1.0134123622564161e-101	1.7240464628282283e-09	Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000009453	1.2990573900827222e-105	1.7240464628282283e-09				Aque_Aqu2.1.33729-001;Slac_ENSLPGG00000028407	1.6681923263893484e-05	4.482607624214078e-06	Aque_Aqu2.1.39671-001;Slac_ENSLPGG00000012011	5.6277730716785066e-24	8.935930159934392e-07	Aque_Aqu2.1.29098-001;Slac_ENSLPGG00000015099	0.0022163606697167436	5.6665494261985154e-05	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000007158	1.3309245062395783e-20	1.3921670430557845e-07	Aque_Aqu2.1.28301-001;Slac_ENSLPGG00000012506	8.883577150236559e-09	1.2928363628897202e-07	Aque_Aqu2.1.42204-001;Slac_ENSLPGG00000024989	7.817120237222319e-25	0.00241040070878632
Aque_Aqu2.1.44059-001;Slac_ENSLPGG00000002916	3.328730512336417e-05	1.8602628480511736e-27				Aque_Aqu2.1.33543-001;Slac_ENSLPGG00000010511	2.8949349109542336e-49	1.1958762228848814e-22	Aque_Aqu2.1.28091-001;Slac_ENSLPGG00000011974	2.7724493515918748e-102	2.357272853270015e-39				Aque_Aqu2.1.38750-001;Slac_ENSLPGG00000013069	2.625604464614801e-12	4.510390699375658e-16	Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000010854	2.521644079706085e-10	0.0033377095618873118	Aque_Aqu2.1.24879-001;Slac_ENSLPGG00000015293	0.0005023866135471616	0.0003498442261518222	Aque_Aqu2.1.36448-001;Slac_ENSLPGG00000023442	9.987531583213903e-48	0.000828926358244257	Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000014120	1.9223474439878673e-49	0.000944903500654391				Aque_Aqu2.1.37407-001;Slac_ENSLPGG00000018774	5.959310045388851e-09	3.4238613652926317e-09	Aque_Aqu2.1.40394-001;Slac_ENSLPGG00000030431	0.008548448215663518	2.9741009683390458e-05	Aque_Aqu2.1.28497-001;Slac_ENSLPGG00000009116	6.265744639493593e-06	5.930858528443236e-08	Aque_Aqu2.1.41892-001;Slac_ENSLPGG00000011839	5.2142493076430264e-14	6.871823708419816e-06	Aque_Aqu2.1.28941-001;Slac_ENSLPGG00000014432	0.008780498939991783	2.550107439407166e-13	Aque_Aqu2.1.18818-001;Slac_ENSLPGG00000000564	1.3238364383206064e-05	3.918629082506975e-07
