Scil_15;Slac_14	Scil_15;Slac_14_pval1	Scil_15;Slac_14_pval2	Scil_17;Slac_40	Scil_17;Slac_40_pval1	Scil_17;Slac_40_pval2	Scil_21;Slac_15	Scil_21;Slac_15_pval1	Scil_21;Slac_15_pval2	Scil_21;Slac_9	Scil_21;Slac_9_pval1	Scil_21;Slac_9_pval2	Scil_24;Slac_24	Scil_24;Slac_24_pval1	Scil_24;Slac_24_pval2	Scil_25;Slac_17	Scil_25;Slac_17_pval1	Scil_25;Slac_17_pval2	Scil_26;Slac_10	Scil_26;Slac_10_pval1	Scil_26;Slac_10_pval2	Scil_26;Slac_18	Scil_26;Slac_18_pval1	Scil_26;Slac_18_pval2	Scil_27;Slac_24	Scil_27;Slac_24_pval1	Scil_27;Slac_24_pval2	Scil_28;Slac_4	Scil_28;Slac_4_pval1	Scil_28;Slac_4_pval2
Scil_g178;Slac_ENSLPGG00000008750	1.4769874519580662e-05	3.2875899999834076e-37				Scil_g11654;Slac_ENSLPGG00000017086	4.872362971570459e-07	5.011464522643092e-11	Scil_g13127;Slac_ENSLPGG00000012140	1.1909346607224929e-09	2.2234277891488934e-08	Scil_g7031;Slac_ENSLPGG00000002726	1.046013475420371e-88	4.048195775242507e-16	Scil_g4881;Slac_ENSLPGG00000015631	1.843464637993519e-10	0.003778735700775536	Scil_g12721;Slac_ENSLPGG00000026540	0.004329319745136899	0.0	Scil_g7534;Slac_ENSLPGG00000002171	0.0013458631887089706	1.992864717506652e-06	Scil_g1846;Slac_ENSLPGG00000016891	2.6571136541369326e-45	1.1066745948069943e-10			
Scil_g5478;Slac_ENSLPGG00000015099	1.5061464715015508e-67	1.2070220763616555e-10				Scil_g1350;Slac_ENSLPGG00000015655	1.7852689279252667e-48	1.5732646119188781e-15	Scil_g13539;Slac_ENSLPGG00000008987	1.1454364321341173e-47	0.001852208764674488	Scil_g6803;Slac_ENSLPGG00000018391	2.221893686373928e-86	5.576426266892998e-14	Scil_g8135;Slac_ENSLPGG00000014782	2.51499300070688e-45	4.809124165610324e-15	Scil_g2024;Slac_ENSLPGG00000004970	5.342744137071231e-11	4.002866468347368e-10	Scil_g11222;Slac_ENSLPGG00000019065	1.1224722807259061e-07	1.7021584360314615e-05	Scil_g4929;Slac_ENSLPGG00000030375	3.464830970332022e-64	0.0009062360447060605			
Scil_g3183;Slac_ENSLPGG00000018903	4.8477083124980386e-23	6.190872925276122e-38				Scil_g10140;Slac_ENSLPGG00000018774	5.963012473984281e-36	4.505355541140787e-05	Scil_g3071;Slac_ENSLPGG00000021503	5.950482999888198e-18	2.2036020148650768e-13	Scil_g7709;Slac_ENSLPGG00000014949	1.1009467812728016e-20	1.1948375898754562e-64	Scil_g2018;Slac_ENSLPGG00000014205	2.733722159106803e-29	5.661329922037294e-55	Scil_g1350;Slac_ENSLPGG00000015655	1.705195044157367e-11	0.00021136649384652376	Scil_g6013;Slac_ENSLPGG00000000463	1.0516047263513483e-14	0.00026096542275558173	Scil_g130;Slac_ENSLPGG00000015888	1.1639739734115758e-43	1.414267117274712e-109			
Scil_g8133;Slac_ENSLPGG00000018959	1.5167785041874613e-19	2.0647563291207728e-278				Scil_g8192;Slac_ENSLPGG00000018987	2.4409454456120322e-27	4.442906185241835e-129	Scil_g8192;Slac_ENSLPGG00000007730	2.4409454456120322e-27	0.0	Scil_g877;Slac_ENSLPGG00000018391	1.1371250482772108e-92	5.576426266892998e-14	Scil_g13078;Slac_ENSLPGG00000014782	1.270550194124332e-16	4.809124165610324e-15	Scil_g11222;Slac_ENSLPGG00000001139	1.1224722807259061e-07	8.266041589905523e-12	Scil_g552;Slac_ENSLPGG00000010574	4.0455461633563806e-39	0.0002587691405966822	Scil_g7883;Slac_ENSLPGG00000006271	7.832621607869524e-72	6.725810871771657e-11			
Scil_g12820;Slac_ENSLPGG00000015099	4.7226135486708815e-49	1.2070220763616555e-10				Scil_g8192;Slac_ENSLPGG00000007730	2.4409454456120322e-27	3.998399138806171e-213	Scil_g130;Slac_ENSLPGG00000012055	3.602006050929476e-46	4.0874491108281004e-05	Scil_g5780;Slac_ENSLPGG00000021520	2.9711931366042666e-50	1.1192892414117911e-44	Scil_g10974;Slac_ENSLPGG00000001863	1.441560994436236e-15	0.008488969049799896	Scil_g7534;Slac_ENSLPGG00000002171	0.0013458631887089706	5.7284404265097054e-06	Scil_g11222;Slac_ENSLPGG00000001139	1.1224722807259061e-07	2.1318647841890573e-07	Scil_g2609;Slac_ENSLPGG00000007730	5.680645443935824e-44	1.7449377494689486e-149			
Scil_g7598;Slac_ENSLPGG00000026540	1.49324567379754e-38	1.5286010209599225e-83				Scil_g8299;Slac_ENSLPGG00000019726	3.997779389256044e-103	1.6706628061377998e-112	Scil_g2024;Slac_ENSLPGG00000004729	3.8482179326324794e-44	3.290049794897673e-15	Scil_g4929;Slac_ENSLPGG00000014205	9.60239209900516e-95	6.288064179825763e-09	Scil_g8135;Slac_ENSLPGG00000014506	2.51499300070688e-45	7.072630103694185e-05	Scil_g2622;Slac_ENSLPGG00000015631	4.539054140077688e-11	0.008502482305733323	Scil_g5780;Slac_ENSLPGG00000019065	7.2955123666667815e-19	1.7021584360314615e-05	Scil_g7883;Slac_ENSLPGG00000007158	7.832621607869524e-72	2.0838815629998246e-20			
Scil_g13078;Slac_ENSLPGG00000014782	1.991643228201955e-20	3.5310458308772875e-55				Scil_g3071;Slac_ENSLPGG00000021503	5.950482999888198e-18	2.2972828260652025e-10	Scil_g6477;Slac_ENSLPGG00000011166	0.0062350988250728465	5.04182772083394e-32	Scil_g4335;Slac_ENSLPGG00000007525	2.8855770379476457e-94	1.1234997919954914e-14	Scil_g2615;Slac_ENSLPGG00000027773	3.018554112396011e-70	1.946968380942947e-23	Scil_g3071;Slac_ENSLPGG00000017855	1.0325679033225275e-11	0.009399482275977176	Scil_g5780;Slac_ENSLPGG00000001139	7.2955123666667815e-19	2.1318647841890573e-07	Scil_g6803;Slac_ENSLPGG00000018391	4.0147325213091934e-71	5.576426266892998e-14			
Scil_g6719;Slac_ENSLPGG00000011839	3.0362871899514263e-161	1.90611515788076e-10				Scil_g2024;Slac_ENSLPGG00000004970	3.8482179326324794e-44	1.5238722052242332e-14	Scil_g12781;Slac_ENSLPGG00000004729	3.220845832701209e-54	3.290049794897673e-15	Scil_g1846;Slac_ENSLPGG00000022031	3.7072688851209574e-77	1.6521542134525504e-05	Scil_g13078;Slac_ENSLPGG00000014506	1.270550194124332e-16	7.072630103694185e-05	Scil_g533;Slac_ENSLPGG00000020413	1.3610475022845352e-06	5.492733183216686e-19	Scil_g11222;Slac_ENSLPGG00000007158	1.1224722807259061e-07	5.42418213709586e-07	Scil_g877;Slac_ENSLPGG00000018391	3.436755750647432e-72	5.576426266892998e-14			
Scil_g6719;Slac_ENSLPGG00000007525	3.0362871899514263e-161	1.2026125316824048e-14				Scil_g552;Slac_ENSLPGG00000010574	8.948556207135125e-95	6.755363506156361e-20	Scil_g8192;Slac_ENSLPGG00000018987	2.4409454456120322e-27	8.336789136783278e-158	Scil_g7883;Slac_ENSLPGG00000006271	1.162956500078495e-86	6.725810871771657e-11	Scil_g8192;Slac_ENSLPGG00000018987	1.4505713363105934e-09	3.791882775025262e-229	Scil_g11222;Slac_ENSLPGG00000007158	1.1224722807259061e-07	2.953747939623728e-08	Scil_g12785;Slac_ENSLPGG00000021186	2.008558209150327e-08	1.0932599746270406e-05	Scil_g8192;Slac_ENSLPGG00000018987	3.095268598195959e-25	2.6386254863590804e-208			
Scil_g9134;Slac_ENSLPGG00000002171	1.1687523273894093e-15	7.388655311919578e-20				Scil_g2024;Slac_ENSLPGG00000023276	3.8482179326324794e-44	2.5606162884543817e-13	Scil_g552;Slac_ENSLPGG00000010574	8.948556207135125e-95	1.422245420678335e-29	Scil_g8192;Slac_ENSLPGG00000018987	6.87570092868224e-33	2.6386254863590804e-208	Scil_g9850;Slac_ENSLPGG00000008750	7.256824191226701e-09	8.530991638627806e-36	Scil_g12781;Slac_ENSLPGG00000012981	3.437880698332161e-30	0.0028629292297224595	Scil_g3668;Slac_ENSLPGG00000022563	1.0437096014645338e-05	0.00032450925610476864	Scil_g7883;Slac_ENSLPGG00000019065	7.832621607869524e-72	5.413313929192906e-06			
Scil_g9750;Slac_ENSLPGG00000026194	6.723224112689725e-10	1.969891307800923e-05				Scil_g1483;Slac_ENSLPGG00000021520	2.479568833724734e-22	2.3251872846171974e-12	Scil_g12721;Slac_ENSLPGG00000026540	1.7835176393336055e-43	6.185427737645644e-61	Scil_g9786;Slac_ENSLPGG00000007134	1.8130557993007557e-88	4.668375500649287e-23	Scil_g10140;Slac_ENSLPGG00000015562	6.301139309833466e-34	0.008175833913661248	Scil_g5780;Slac_ENSLPGG00000001139	7.2955123666667815e-19	8.266041589905523e-12	Scil_g5780;Slac_ENSLPGG00000007158	7.2955123666667815e-19	5.42418213709586e-07	Scil_g2541;Slac_ENSLPGG00000014782	3.475334919449621e-07	2.216785442425679e-52			
Scil_g786;Slac_ENSLPGG00000003499	2.650741793765918e-111	0.0031864609528664224				Scil_g6477;Slac_ENSLPGG00000011166	0.0062350988250728465	6.826160582443951e-22	Scil_g2024;Slac_ENSLPGG00000004970	3.8482179326324794e-44	3.0744620372052507e-15	Scil_g11222;Slac_ENSLPGG00000021520	9.325436313824295e-14	1.1192892414117911e-44	Scil_g3071;Slac_ENSLPGG00000017855	1.9717722871071344e-22	0.0001249377116177873	Scil_g12721;Slac_ENSLPGG00000018326	0.004329319745136899	5.202538808021572e-32	Scil_g533;Slac_ENSLPGG00000020413	1.3610475022845352e-06	7.666991053356158e-08	Scil_g9786;Slac_ENSLPGG00000007134	7.761919273215384e-72	4.668375500649287e-23			
Scil_g5477;Slac_ENSLPGG00000015099	7.031449584470436e-17	1.2070220763616555e-10				Scil_g2024;Slac_ENSLPGG00000004729	3.8482179326324794e-44	2.2213542313989497e-06	Scil_g3071;Slac_ENSLPGG00000017855	5.950482999888198e-18	1.3038842899301157e-06	Scil_g20;Slac_ENSLPGG00000007525	3.034859832850301e-78	1.1234997919954914e-14	Scil_g5638;Slac_ENSLPGG00000025835	7.143601088666178e-28	7.85761304520845e-10	Scil_g5780;Slac_ENSLPGG00000007158	7.2955123666667815e-19	2.953747939623728e-08	Scil_g254;Slac_ENSLPGG00000007525	5.377227945320709e-07	1.0828951260361905e-08	Scil_g13539;Slac_ENSLPGG00000015888	2.0254017501563832e-25	1.414267117274712e-109			
Scil_g9134;Slac_ENSLPGG00000021127	1.1687523273894093e-15	1.5465846751523873e-05				Scil_g2793;Slac_ENSLPGG00000017855	1.1197019573576427e-08	0.0001944960912526415	Scil_g3808;Slac_ENSLPGG00000002140	5.286844345780048e-33	2.5221650698564867e-28	Scil_g4240;Slac_ENSLPGG00000007730	3.593482504157775e-10	1.7449377494689486e-149	Scil_g8886;Slac_ENSLPGG00000025835	3.83129526681824e-15	7.85761304520845e-10	Scil_g254;Slac_ENSLPGG00000007525	5.377227945320709e-07	5.8275722590133974e-15	Scil_g10015;Slac_ENSLPGG00000022563	1.5945296506295565e-19	0.00032450925610476864	Scil_g12659;Slac_ENSLPGG00000023276	3.7730206860198744e-07	1.4295563297452558e-07			
Scil_g9750;Slac_ENSLPGG00000012471	6.723224112689725e-10	9.012536840606819e-20				Scil_g5780;Slac_ENSLPGG00000021520	1.401077682156374e-56	2.3251872846171974e-12	Scil_g9161;Slac_ENSLPGG00000022320	2.6385043186678827e-33	5.147312153721958e-06	Scil_g1061;Slac_ENSLPGG00000014205	1.0251660571293946e-93	6.288064179825763e-09	Scil_g2024;Slac_ENSLPGG00000002251	4.646532910031047e-06	1.0703518826219367e-12	Scil_g12785;Slac_ENSLPGG00000021186	2.008558209150327e-08	1.9273999204376512e-13	Scil_g1350;Slac_ENSLPGG00000015655	1.705195044157367e-11	0.001643061116721589	Scil_g7276;Slac_ENSLPGG00000023276	1.612962360671473e-06	1.4295563297452558e-07			
Scil_g10140;Slac_ENSLPGG00000018774	7.029809022088953e-33	3.4238613652926317e-09				Scil_g9850;Slac_ENSLPGG00000011327	2.9609292285413797e-44	0.0016877695055628826	Scil_g8299;Slac_ENSLPGG00000019726	3.997779389256044e-103	9.233327271920263e-98	Scil_g7883;Slac_ENSLPGG00000007158	1.162956500078495e-86	2.0838815629998246e-20	Scil_g10108;Slac_ENSLPGG00000002251	0.007160020110211752	1.0703518826219367e-12	Scil_g10960;Slac_ENSLPGG00000012471	4.884080595258943e-12	0.003771970080327302	Scil_g8299;Slac_ENSLPGG00000019726	5.091718910913417e-21	6.70745421041514e-63	Scil_g1061;Slac_ENSLPGG00000014205	1.6531340316030627e-66	6.288064179825763e-09			
Scil_g692;Slac_ENSLPGG00000015673	0.0014196732836659232	2.7424276754677205e-11				Scil_g2609;Slac_ENSLPGG00000011839	2.496564254222248e-24	3.187901163744036e-05	Scil_g6060;Slac_ENSLPGG00000013844	1.215893018835872e-11	9.178588959256085e-176	Scil_g10508;Slac_ENSLPGG00000012949	2.434685400033953e-60	7.631737265201371e-154	Scil_g10363;Slac_ENSLPGG00000012140	0.003378878652426875	8.571097025114353e-39	Scil_g1514;Slac_ENSLPGG00000006923	1.7312943321164267e-08	0.0038925107554729542	Scil_g2756;Slac_ENSLPGG00000002171	4.3174940530384725e-05	1.992864717506652e-06	Scil_g13004;Slac_ENSLPGG00000007525	1.4319668162711407e-72	1.1234997919954914e-14			
Scil_g13279;Slac_ENSLPGG00000012949	5.893391080687706e-69	2.5981849991575668e-160				Scil_g12781;Slac_ENSLPGG00000023276	3.220845832701209e-54	2.5606162884543817e-13	Scil_g11654;Slac_ENSLPGG00000017086	4.872362971570459e-07	1.4868985767209912e-07	Scil_g1157;Slac_ENSLPGG00000014782	5.371096108950538e-15	2.216785442425679e-52	Scil_g13279;Slac_ENSLPGG00000018391	2.3352966492296317e-05	8.80674281685354e-58	Scil_g1483;Slac_ENSLPGG00000001139	0.0012291839077099105	8.266041589905523e-12	Scil_g1483;Slac_ENSLPGG00000019065	0.0012291839077099105	1.7021584360314615e-05	Scil_g13119;Slac_ENSLPGG00000019726	5.480063538325879e-60	3.1296260265785744e-53			
Scil_g9850;Slac_ENSLPGG00000008750	2.3017395799018037e-22	3.2875899999834076e-37				Scil_g721;Slac_ENSLPGG00000007429	7.585164231627284e-06	2.36273363097752e-25	Scil_g3338;Slac_ENSLPGG00000026174	3.8768835109847375e-12	0.00851023997581526	Scil_g12920;Slac_ENSLPGG00000020706	3.023684228629527e-07	0.000720612718783671	Scil_g7627;Slac_ENSLPGG00000005552	0.00020958857353505303	5.697022209628562e-08	Scil_g552;Slac_ENSLPGG00000010574	4.0455461633563806e-39	0.006184738003537365	Scil_g5592;Slac_ENSLPGG00000024879	2.096512976254654e-09	0.008126253320703276	Scil_g4223;Slac_ENSLPGG00000007525	1.8920182027213295e-72	1.1234997919954914e-14			
Scil_g13539;Slac_ENSLPGG00000015888	1.1694918522643926e-103	7.523245071031996e-10				Scil_g13127;Slac_ENSLPGG00000012140	1.1909346607224929e-09	0.0004543176273505883	Scil_g9161;Slac_ENSLPGG00000026665	2.6385043186678827e-33	0.0009624903549282697	Scil_g13004;Slac_ENSLPGG00000007525	2.5514582754827525e-91	1.1234997919954914e-14	Scil_g12529;Slac_ENSLPGG00000030431	1.0556557055860905e-05	2.9741009683390458e-05	Scil_g792;Slac_ENSLPGG00000003499	0.006771620131088703	3.421714269583402e-15	Scil_g792;Slac_ENSLPGG00000003499	0.006771620131088703	1.2846578336082924e-09	Scil_g12659;Slac_ENSLPGG00000007322	3.7730206860198744e-07	6.029827760382912e-40			
Scil_g9750;Slac_ENSLPGG00000018041	6.723224112689725e-10	0.0017530359823746317				Scil_g130;Slac_ENSLPGG00000012055	3.602006050929476e-46	0.0013159312919552733	Scil_g2939;Slac_ENSLPGG00000007325	1.0611989525191513e-05	3.439389409716167e-13	Scil_g4223;Slac_ENSLPGG00000007525	1.5956933083580732e-91	1.1234997919954914e-14	Scil_g2018;Slac_ENSLPGG00000012981	2.733722159106803e-29	1.3335247027011732e-14	Scil_g1483;Slac_ENSLPGG00000007158	0.0012291839077099105	2.953747939623728e-08	Scil_g1483;Slac_ENSLPGG00000001139	0.0012291839077099105	2.1318647841890573e-07	Scil_g4335;Slac_ENSLPGG00000007525	3.007251507353725e-67	1.1234997919954914e-14			
Scil_g130;Slac_ENSLPGG00000015888	4.569395335591736e-93	7.523245071031996e-10				Scil_g3338;Slac_ENSLPGG00000026174	3.8768835109847375e-12	0.0030597151210094153	Scil_g10086;Slac_ENSLPGG00000020504	3.0338463385256324e-05	0.0006301460132175903	Scil_g13119;Slac_ENSLPGG00000019726	9.352432746421893e-79	3.1296260265785744e-53	Scil_g6923;Slac_ENSLPGG00000001139	4.832739396701769e-10	1.7584177041274718e-41	Scil_g2756;Slac_ENSLPGG00000002171	4.3174940530384725e-05	5.7284404265097054e-06	Scil_g5407;Slac_ENSLPGG00000016023	1.2305806802776222e-07	1.109699120521113e-58	Scil_g1846;Slac_ENSLPGG00000022031	2.6571136541369326e-45	1.6521542134525504e-05			
Scil_g2018;Slac_ENSLPGG00000028392	3.0609869963813252e-15	2.5589657231536292e-05				Scil_g1098;Slac_ENSLPGG00000021520	7.599970776583826e-09	2.3251872846171974e-12	Scil_g3668;Slac_ENSLPGG00000022563	1.4998070167165875e-08	1.402635458203217e-19	Scil_g1554;Slac_ENSLPGG00000016023	1.0622230321867601e-94	6.401292896110481e-45	Scil_g9919;Slac_ENSLPGG00000001013	1.8735693346809354e-10	2.0373714997288736e-80	Scil_g11222;Slac_ENSLPGG00000019065	1.1224722807259061e-07	8.907515056546962e-05	Scil_g13000;Slac_ENSLPGG00000029928	7.815207609087598e-10	0.002355789556263397	Scil_g6273;Slac_ENSLPGG00000013844	2.4424321683639703e-10	6.327972765092445e-45			
Scil_g6326;Slac_ENSLPGG00000005065	0.0002566049795699773	2.6339753725943347e-11				Scil_g12781;Slac_ENSLPGG00000004729	3.220845832701209e-54	2.2213542313989497e-06	Scil_g10015;Slac_ENSLPGG00000022563	5.102593283167871e-54	1.402635458203217e-19	Scil_g2609;Slac_ENSLPGG00000007525	1.5111048112200333e-68	1.1234997919954914e-14	Scil_g13026;Slac_ENSLPGG00000029928	4.1779960022114285e-20	3.860286543576328e-05	Scil_g13820;Slac_ENSLPGG00000015562	9.26366351404847e-06	0.002415892140766677	Scil_g1483;Slac_ENSLPGG00000007158	0.0012291839077099105	5.42418213709586e-07	Scil_g4929;Slac_ENSLPGG00000014205	3.464830970332022e-64	6.288064179825763e-09			
Scil_g496;Slac_ENSLPGG00000027307	0.00022420019603756796	0.0030640301080179016				Scil_g2624;Slac_ENSLPGG00000026946	1.2445680806480602e-07	5.320465011171123e-34	Scil_g1483;Slac_ENSLPGG00000001139	2.479568833724734e-22	4.69500827060743e-21	Scil_g7883;Slac_ENSLPGG00000019065	1.162956500078495e-86	5.413313929192906e-06	Scil_g13279;Slac_ENSLPGG00000012949	2.3352966492296317e-05	9.33088039317304e-176	Scil_g480;Slac_ENSLPGG00000010615	9.384978148648062e-11	1.0796319144187866e-10	Scil_g3316;Slac_ENSLPGG00000004765	3.71728985322608e-20	0.0022881634229067285	Scil_g20;Slac_ENSLPGG00000007525	1.560667198226129e-53	1.1234997919954914e-14			
Scil_g11447;Slac_ENSLPGG00000008750	4.092936753533095e-05	3.2875899999834076e-37				Scil_g428;Slac_ENSLPGG00000008220	1.1757209573410568e-27	4.726282953830286e-155	Scil_g8186;Slac_ENSLPGG00000018391	2.027576154248112e-06	1.2564638542575937e-72	Scil_g12659;Slac_ENSLPGG00000023276	1.7832643797370186e-06	1.4295563297452558e-07	Scil_g2018;Slac_ENSLPGG00000015631	2.733722159106803e-29	0.003778735700775536	Scil_g2024;Slac_ENSLPGG00000012981	5.342744137071231e-11	0.0028629292297224595	Scil_g9919;Slac_ENSLPGG00000001013	0.0031821381551989307	0.0010332139069882398	Scil_g4240;Slac_ENSLPGG00000007730	7.94947822143419e-06	1.7449377494689486e-149			
Scil_g12335;Slac_ENSLPGG00000009625	8.988864806702545e-09	5.0913304307575685e-05				Scil_g6432;Slac_ENSLPGG00000001593	1.6907770673504376e-61	1.0189797798161021e-11	Scil_g8192;Slac_ENSLPGG00000007525	2.4409454456120322e-27	2.4280532106859597e-36	Scil_g7276;Slac_ENSLPGG00000023276	6.0911677932161244e-06	1.4295563297452558e-07	Scil_g8192;Slac_ENSLPGG00000007730	1.4505713363105934e-09	1.5161634843722148e-162	Scil_g5780;Slac_ENSLPGG00000019065	7.2955123666667815e-19	8.907515056546962e-05	Scil_g6182;Slac_ENSLPGG00000021186	0.004128846139921027	1.0932599746270406e-05	Scil_g1554;Slac_ENSLPGG00000016023	4.715836454019465e-72	6.401292896110481e-45			
Scil_g9750;Slac_ENSLPGG00000010273	6.723224112689725e-10	1.6978492039766335e-05				Scil_g1483;Slac_ENSLPGG00000001139	2.479568833724734e-22	1.4494333720685917e-24	Scil_g9850;Slac_ENSLPGG00000011327	2.9609292285413797e-44	0.002660359306382542	Scil_g711;Slac_ENSLPGG00000012140	1.6403300221547616e-14	0.0011067438588838036	Scil_g13539;Slac_ENSLPGG00000011536	3.801568702753414e-10	0.005230032865004775	Scil_g5407;Slac_ENSLPGG00000016023	1.2305806802776222e-07	1.3017450756172705e-60	Scil_g8187;Slac_ENSLPGG00000001013	0.0035819223353641314	0.0010332139069882398	Scil_g2609;Slac_ENSLPGG00000007525	5.680645443935824e-44	1.1234997919954914e-14			
Scil_g7991;Slac_ENSLPGG00000026673	3.841187617541146e-06	0.00042711768069751254				Scil_g792;Slac_ENSLPGG00000030274	4.502169748278949e-85	0.001650288564594962	Scil_g3806;Slac_ENSLPGG00000011166	3.452312820229575e-05	5.04182772083394e-32	Scil_g12509;Slac_ENSLPGG00000009453	0.0007866762903271074	1.4756910295882177e-48	Scil_g10843;Slac_ENSLPGG00000008220	2.441499187975903e-68	0.0008756707499995294	Scil_g8299;Slac_ENSLPGG00000019726	5.091718910913417e-21	1.0499234582526835e-42	Scil_g7476;Slac_ENSLPGG00000007134	0.009847313850176034	0.0003632383992105996	Scil_g12599;Slac_ENSLPGG00000002394	6.341065114787564e-42	1.2624455340248748e-06			
Scil_g9750;Slac_ENSLPGG00000026948	6.723224112689725e-10	0.005553210951833313				Scil_g3071;Slac_ENSLPGG00000017855	5.950482999888198e-18	0.0001944960912526415	Scil_g10960;Slac_ENSLPGG00000000921	7.697874836345238e-14	2.3931149398632247e-20	Scil_g4929;Slac_ENSLPGG00000012981	9.60239209900516e-95	8.513066735387627e-07	Scil_g2820;Slac_ENSLPGG00000012140	2.0116989466359346e-05	8.571097025114353e-39	Scil_g8192;Slac_ENSLPGG00000011839	1.908173929108026e-09	0.0016410694167748663	Scil_g980;Slac_ENSLPGG00000015655	0.00601410783628935	0.001643061116721589	Scil_g1061;Slac_ENSLPGG00000012981	1.6531340316030627e-66	8.513066735387627e-07			
Scil_g11800;Slac_ENSLPGG00000021800	1.0041857827887783e-77	1.243255156074208e-25				Scil_g6060;Slac_ENSLPGG00000013844	1.215893018835872e-11	1.7058538510207692e-102	Scil_g6432;Slac_ENSLPGG00000001593	1.6907770673504376e-61	6.64209136246941e-10	Scil_g12509;Slac_ENSLPGG00000011327	0.0007866762903271074	0.004116007346990355	Scil_g1483;Slac_ENSLPGG00000001139	4.085735599763043e-06	1.7584177041274718e-41	Scil_g5592;Slac_ENSLPGG00000024879	2.096512976254654e-09	7.476193500263282e-06				Scil_g13004;Slac_ENSLPGG00000011839	1.4319668162711407e-72	0.00611186985166198			
Scil_g721;Slac_ENSLPGG00000016523	1.2265829150867528e-69	0.00036903692952223847				Scil_g1483;Slac_ENSLPGG00000007158	2.479568833724734e-22	1.2305328596950784e-25	Scil_g7728;Slac_ENSLPGG00000007104	3.3310640983283895e-09	1.1013325515884864e-22	Scil_g10508;Slac_ENSLPGG00000018391	2.434685400033953e-60	5.576426266892998e-14	Scil_g3460;Slac_ENSLPGG00000006723	0.0030212586922886246	1.572662634197501e-36	Scil_g9919;Slac_ENSLPGG00000001013	0.0031821381551989307	1.0295866836221565e-09				Scil_g4223;Slac_ENSLPGG00000011839	1.8920182027213295e-72	0.00611186985166198			
Scil_g11204;Slac_ENSLPGG00000028225	0.00020076639837232285	4.421597973650588e-05				Scil_g5780;Slac_ENSLPGG00000001139	1.401077682156374e-56	1.4494333720685917e-24	Scil_g2624;Slac_ENSLPGG00000026946	1.2445680806480602e-07	3.286635396562452e-29	Scil_g12659;Slac_ENSLPGG00000007322	1.7832643797370186e-06	6.029827760382912e-40	Scil_g130;Slac_ENSLPGG00000011536	3.2104504713687346e-09	0.005230032865004775	Scil_g3316;Slac_ENSLPGG00000004765	3.71728985322608e-20	0.0022173047821719837				Scil_g4517;Slac_ENSLPGG00000005542	1.596873247019166e-10	2.2155380793958537e-16			
Scil_g10108;Slac_ENSLPGG00000028392	8.192761731090963e-05	2.5589657231536292e-05				Scil_g12785;Slac_ENSLPGG00000010854	1.6615381302058852e-07	0.0011755140317752015	Scil_g5780;Slac_ENSLPGG00000001139	1.401077682156374e-56	4.69500827060743e-21	Scil_g9009;Slac_ENSLPGG00000015421	0.0009554653354400082	1.6640067240340393e-10	Scil_g6923;Slac_ENSLPGG00000003645	4.832739396701769e-10	6.37289842198441e-13	Scil_g1483;Slac_ENSLPGG00000019065	0.0012291839077099105	8.907515056546962e-05				Scil_g8192;Slac_ENSLPGG00000007730	3.095268598195959e-25	1.7449377494689486e-149			
Scil_g10960;Slac_ENSLPGG00000026194	1.7814275668616436e-13	1.969891307800923e-05				Scil_g8186;Slac_ENSLPGG00000018391	2.027576154248112e-06	1.4325407164863737e-45	Scil_g721;Slac_ENSLPGG00000016523	7.585164231627284e-06	4.931625755713096e-10	Scil_g12599;Slac_ENSLPGG00000002394	4.173021689879131e-75	1.2624455340248748e-06	Scil_g4725;Slac_ENSLPGG00000022031	0.000998381218287609	6.099419038603397e-08	Scil_g863;Slac_ENSLPGG00000010615	0.002071761114430589	1.0796319144187866e-10				Scil_g4335;Slac_ENSLPGG00000011839	3.007251507353725e-67	0.00611186985166198			
Scil_g1169;Slac_ENSLPGG00000019562	7.478794001133331e-10	9.555645796349475e-10				Scil_g13000;Slac_ENSLPGG00000029928	7.650787255511761e-23	6.445548881118811e-26	Scil_g1483;Slac_ENSLPGG00000007158	2.479568833724734e-22	1.965018913530473e-21	Scil_g4335;Slac_ENSLPGG00000011839	2.8855770379476457e-94	0.00611186985166198	Scil_g6923;Slac_ENSLPGG00000007158	4.832739396701769e-10	2.3171329481883538e-23	Scil_g2151;Slac_ENSLPGG00000006993	4.738007829529823e-09	5.766858204176753e-05				Scil_g10508;Slac_ENSLPGG00000012949	1.4665814847050853e-15	7.631737265201371e-154			
Scil_g8192;Slac_ENSLPGG00000007730	1.1319454415633238e-06	1.131600810454147e-278				Scil_g5780;Slac_ENSLPGG00000007158	1.401077682156374e-56	1.2305328596950784e-25	Scil_g1350;Slac_ENSLPGG00000007955	1.7852689279252667e-48	0.00014151882699190365	Scil_g8991;Slac_ENSLPGG00000018391	8.077586658047253e-05	5.576426266892998e-14	Scil_g4725;Slac_ENSLPGG00000002171	0.000998381218287609	2.040331509655993e-20	Scil_g1638;Slac_ENSLPGG00000027899	0.00015943080970602316	3.5414293844494496e-05				Scil_g20;Slac_ENSLPGG00000011839	1.560667198226129e-53	0.00611186985166198			
