Aque_Archaeo_1;Scil_19	Aque_Archaeo_1;Scil_19_pval1	Aque_Archaeo_1;Scil_19_pval2	Aque_Archaeo_1;Scil_24	Aque_Archaeo_1;Scil_24_pval1	Aque_Archaeo_1;Scil_24_pval2	Aque_Archaeo_1;Scil_27	Aque_Archaeo_1;Scil_27_pval1	Aque_Archaeo_1;Scil_27_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Aspcinzin;Scil_28	Aque_Aspcinzin;Scil_28_pval1	Aque_Aspcinzin;Scil_28_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_1;Scil_25	Aque_Pinaco_1;Scil_25_pval1	Aque_Pinaco_1;Scil_25_pval2	Aque_Pinaco_1;Scil_30	Aque_Pinaco_1;Scil_30_pval1	Aque_Pinaco_1;Scil_30_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2	Aque_Pinaco_2;Scil_19	Aque_Pinaco_2;Scil_19_pval1	Aque_Pinaco_2;Scil_19_pval2	Aque_Pinaco_2;Scil_24	Aque_Pinaco_2;Scil_24_pval1	Aque_Pinaco_2;Scil_24_pval2	Aque_Pinaco_2;Scil_27	Aque_Pinaco_2;Scil_27_pval1	Aque_Pinaco_2;Scil_27_pval2	Aque_Sperm;Scil_22	Aque_Sperm;Scil_22_pval1	Aque_Sperm;Scil_22_pval2
Aque_Aqu2.1.31038-001;Scil_g9014	1.0272479399297856e-48	0.001206914064140306	Aque_Aqu2.1.31586-001;Scil_g8948	6.035842798121547e-07	1.5267188273665134e-17	Aque_Aqu2.1.07543-001;Scil_g9417	5.249550863120593e-114	1.514126013743912e-32	Aque_Aqu2.1.22811-001;Scil_g11739	6.0594339440517635e-05	2.0454373881787576e-09				Aque_Aqu2.1.24266-001;Scil_g13487	4.7527632025133555e-17	0.00014122238861234354	Aque_Aqu2.1.31385-001;Scil_g6763	5.85436007345541e-05	1.0396852815059356e-08	Aque_Aqu2.1.41049-001;Scil_g13539	0.007200126607303983	1.1694918522643926e-103	Aque_Aqu2.1.30867-001;Scil_g11222	1.3309245062395783e-20	5.013830628113789e-07	Aque_Aqu2.1.42154-001;Scil_g12529	2.4653836889926653e-06	1.0556557055860905e-05				Aque_Aqu2.1.39672-001;Scil_g8183	4.853247615656722e-15	7.136238196514838e-05	Aque_Aqu2.1.07543-001;Scil_g9417	4.81622449486522e-09	8.875182419450473e-102	Aque_Aqu2.1.34344-001;Scil_g119	2.149882173753952e-14	1.0977579962824666e-31	Aque_Aqu2.1.28078-001;Scil_g4955	0.0001584943135477131	1.3274390645344907e-15			
Aque_Aqu2.1.16620-001;Scil_g10793	3.397334660599216e-165	2.0956852938510657e-66	Aque_Aqu2.1.39927-001;Scil_g2125	2.100681945699731e-42	3.513457657467906e-18	Aque_Aqu2.1.44246-001;Scil_g1970	7.348281244918552e-80	1.7432853746357123e-10	Aque_Aqu2.1.21251-001;Scil_g6498	4.624562609038775e-08	1.506045197375416e-30				Aque_Aqu2.1.41895-001;Scil_g903	3.7831469791073923e-23	0.0008332685915331989	Aque_Aqu2.1.31388-001;Scil_g6763	0.009425638668166618	1.0396852815059356e-08	Aque_Aqu2.1.38340-001;Scil_g2300	4.334360722699224e-05	0.0019275205007733217	Aque_Aqu2.1.41520-001;Scil_g4131	4.988517977277189e-10	0.00196209406172658	Aque_Aqu2.1.14505-001;Scil_g980	4.1608280773534837e-17	0.0005986017299019908				Aque_Aqu2.1.31551-001;Scil_g2667	5.480233371944621e-11	1.213546492040107e-09	Aque_Aqu2.1.33928-001;Scil_g119	1.7070164772059762e-09	1.1240744252913564e-101	Aque_Aqu2.1.43636-001;Scil_g2645	0.0008403213309444536	1.328756618204222e-47	Aque_Aqu2.1.42762-001;Scil_g5254	7.811805062921284e-23	0.005356450352588373			
Aque_Aqu2.1.44247-001;Scil_g584	3.554518331741283e-29	6.990831909666763e-20	Aque_Aqu2.1.16620-001;Scil_g10793	3.397334660599216e-165	8.421902305944512e-51	Aque_Aqu2.1.32930-001;Scil_g9417	7.663138857997222e-90	1.514126013743912e-32	Aque_Aqu2.1.39784-001;Scil_g9453	1.5219993781510476e-58	4.49983027371432e-20				Aque_Aqu2.1.28308-001;Scil_g9866	0.0018041661425868933	6.036993257960576e-20	Aque_Aqu2.1.36637-001;Scil_g12944	5.3289207745529136e-06	6.635156098512339e-07	Aque_Aqu2.1.37132-001;Scil_g3188	0.0025751027040243147	0.0008562370861479345	Aque_Aqu2.1.39672-001;Scil_g402	1.7219934783810546e-24	0.0003005960655922788	Aque_Aqu2.1.41482-001;Scil_g6923	2.257130122823816e-08	4.832739396701769e-10				Aque_Aqu2.1.20342-001;Scil_g6013	6.019578265264503e-43	5.3883328910806626e-08	Aque_Aqu2.1.25862-001;Scil_g9014	2.0549201860468497e-37	0.001206914064140306	Aque_Aqu2.1.39232-001;Scil_g11100	7.248897726992047e-09	3.531243398369102e-24	Aque_Aqu2.1.29077-001;Scil_g119	0.004321048201029846	4.12906544749031e-51			
Aque_Aqu2.1.14128-001;Scil_g9014	2.4522134152092073e-15	0.001206914064140306	Aque_Aqu2.1.39108-001;Scil_g1492	1.5603924607670408e-114	1.3944934318582317e-48	Aque_Aqu2.1.28078-001;Scil_g4955	6.696460884889418e-10	1.3274390645344907e-15	Aque_Aqu2.1.14137-001;Scil_g8105	3.1178299804803794e-58	1.062772877784191e-07				Aque_Aqu2.1.16669-001;Scil_g12884	4.593372835138189e-14	0.007651076046098842	Aque_Aqu2.1.24879-001;Scil_g1084	0.00024797248585702985	1.1466091512127801e-14	Aque_Aqu2.1.28495-001;Scil_g11447	4.458325986516477e-24	4.092936753533095e-05	Aque_Aqu2.1.43959-001;Scil_g6383	0.004273556452371094	2.1392724040905424e-13	Aque_Aqu2.1.23692-001;Scil_g9674	1.2841772084763492e-19	0.0007343807069236559				Aque_Aqu2.1.42762-001;Scil_g13259	7.811805062921284e-23	0.0019587669444009245	Aque_Aqu2.1.43636-001;Scil_g2645	0.0008403213309444536	3.7308049854168335e-83	Aque_Aqu2.1.43637-001;Scil_g13026	4.913286201607988e-09	1.340950059410457e-12	Aque_Aqu2.1.35197-001;Scil_g12865	0.004331050278405647	1.4546323406001222e-33			
Aque_Aqu2.1.44325-001;Scil_g533	1.4970828419916077e-16	2.6650878305591554e-38	Aque_Aqu2.1.37079-001;Scil_g9493	6.987535709667499e-114	2.1153771775813224e-57	Aque_Aqu2.1.29077-001;Scil_g119	3.031435493306638e-15	4.12906544749031e-51	Aque_Aqu2.1.32585-001;Scil_g8241	3.4239698025737356e-115	0.000157360397134646				Aque_Aqu2.1.42700-001;Scil_g9955	1.3533484421805182e-09	8.310688268255026e-05	Aque_Aqu2.1.28308-001;Scil_g13192	1.0706868481635906e-06	0.0014322155262061593	Aque_Aqu2.1.43844-001;Scil_g13307	0.002766826415881212	2.6808559542315997e-30	Aque_Aqu2.1.33622-001;Scil_g4725	1.708447263117159e-16	0.007071540977103302	Aque_Aqu2.1.44243-001;Scil_g8930	2.5819489532558422e-23	0.003008471673133274				Aque_Aqu2.1.29076-001;Scil_g119	3.633124956792878e-18	1.1392739541626258e-52	Aque_Aqu2.1.28223-001;Scil_g4240	0.0001247782164728605	2.093408864645281e-05	Aque_Aqu2.1.39108-001;Scil_g1492	4.4768922414522974e-09	1.3944934318582317e-48	Aque_Aqu2.1.42622-001;Scil_g6134	1.0715451731342153e-09	6.434496800501183e-47			
Aque_Aqu2.1.37818-001;Scil_g9008	1.1042169105070999e-65	4.859466153406389e-07	Aque_Aqu2.1.24376-001;Scil_g2266	3.214491794611835e-10	3.4817866453329334e-16	Aque_Aqu2.1.43276-001;Scil_g11587	1.0182416073641277e-129	4.192068481728588e-05	Aque_Aqu2.1.28194-001;Scil_g9453	1.444625855187625e-59	4.49983027371432e-20				Aque_Aqu2.1.41029-001;Scil_g12884	4.8147503292666314e-14	0.007651076046098842	Aque_Aqu2.1.41088-001;Scil_g5594	3.5475032846856503e-06	1.2662512035316699e-05	Aque_Aqu2.1.28214-001;Scil_g2550	8.244866599655472e-18	0.00018597690863606623	Aque_Aqu2.1.33443-001;Scil_g2609	4.986367745258103e-05	2.496564254222248e-24	Aque_Aqu2.1.38146-001;Scil_g13279	6.387586082111135e-11	2.3352966492296317e-05				Aque_Aqu2.1.42053-001;Scil_g4932	9.584754796937085e-09	6.661920932742929e-11	Aque_Aqu2.1.43637-001;Scil_g13000	4.913286201607988e-09	7.958143268706407e-59	Aque_Aqu2.1.28078-001;Scil_g4955	0.0001584943135477131	2.8980325535352766e-11	Aque_Aqu2.1.34343-001;Scil_g119	1.074270232820891e-06	4.12906544749031e-51			
Aque_Aqu2.1.24985-001;Scil_g9168	2.648227574502731e-19	3.876474611495234e-139	Aque_Aqu2.1.43558-001;Scil_g4517	3.1472571512040617e-06	4.833548353276332e-67	Aque_Aqu2.1.33502-001;Scil_g566	4.333324090497173e-06	1.4655848858801617e-32	Aque_Aqu2.1.39108-001;Scil_g1492	1.5603924607670408e-114	4.1545101525743535e-28				Aque_Aqu2.1.35251-001;Scil_g9317	0.0003765303201529725	6.465571092368724e-05	Aque_Aqu2.1.44009-001;Scil_g11945	3.403777570357306e-09	0.00028980519709260257	Aque_Aqu2.1.38146-001;Scil_g13279	6.387586082111135e-11	5.893391080687706e-69	Aque_Aqu2.1.27258-001;Scil_g2151	4.614981215518772e-18	3.6960027423275005e-11	Aque_Aqu2.1.28223-001;Scil_g8192	1.3844036382592803e-13	1.4505713363105934e-09				Aque_Aqu2.1.36606-001;Scil_g13259	0.00011808161515158586	0.0019587669444009245	Aque_Aqu2.1.42762-001;Scil_g5254	7.811805062921284e-23	7.915691230088375e-05	Aque_Aqu2.1.37079-001;Scil_g9493	3.790274397321719e-05	2.1153771775813224e-57	Aque_Aqu2.1.36215-001;Scil_g6570	0.003047793759187989	1.6290942099722828e-07			
Aque_Aqu2.1.24541-001;Scil_g9008	2.344168441479099e-143	4.859466153406389e-07	Aque_Aqu2.1.37816-001;Scil_g11587	5.351220243248752e-65	0.001308213787946087	Aque_Aqu2.1.44247-001;Scil_g584	3.554518331741283e-29	2.0978126739015768e-07	Aque_Aqu2.1.44246-001;Scil_g1638	7.348281244918552e-80	1.19535896766409e-19				Aque_Aqu2.1.39139-001;Scil_g11974	0.0008939894452445926	4.0962729918117245e-50	Aque_Aqu2.1.20504-001;Scil_g1576	0.0037927081630394956	1.7880041594527604e-28	Aque_Aqu2.1.29496-001;Scil_g13078	0.0005693519180481434	1.991643228201955e-20	Aque_Aqu2.1.42762-001;Scil_g402	1.0081478109652569e-17	0.0003005960655922788	Aque_Aqu2.1.42762-001;Scil_g4725	1.0081478109652569e-17	0.000998381218287609				Aque_Aqu2.1.39987-001;Scil_g4341	1.0010830102989684e-19	0.0008148831265628503	Aque_Aqu2.1.21084-001;Scil_g9931	0.00633952290948492	7.045624617210332e-100	Aque_Aqu2.1.31551-001;Scil_g11222	5.480233371944621e-11	9.325436313824295e-14	Aque_Aqu2.1.32720-001;Scil_g951	8.485865122776761e-05	1.0474636807702259e-19			
Aque_Aqu2.1.16671-001;Scil_g13745	1.7538076482175143e-30	2.5580313164813732e-27	Aque_Aqu2.1.25862-001;Scil_g9014	1.4164840831138878e-69	0.0027978391910432904	Aque_Aqu2.1.39201-001;Scil_g5203	7.815203465075636e-11	7.507898294670868e-53	Aque_Aqu2.1.36263-001;Scil_g354	1.778679896019185e-56	2.5869318161768728e-17				Aque_Aqu2.1.34334-001;Scil_g12884	2.4149801499682977e-11	0.007651076046098842	Aque_Aqu2.1.25308-001;Scil_g9283	2.9300010805553698e-05	0.0041640643412778925	Aque_Aqu2.1.41059-001;Scil_g2558	4.5657371989222466e-11	1.229150431460257e-08	Aque_Aqu2.1.28497-001;Scil_g11447	6.265744639493593e-06	0.0011988833990713961	Aque_Aqu2.1.42203-001;Scil_g12785	0.00045457418849529025	2.3296876787399272e-06				Aque_Aqu2.1.43596-001;Scil_g5864	0.0035814831350211816	0.0003760413837692521	Aque_Aqu2.1.32930-001;Scil_g9417	2.0305570543660158e-05	8.875182419450473e-102	Aque_Aqu2.1.34182-001;Scil_g1212	0.00034402088415198156	8.020125970823068e-06	Aque_Aqu2.1.21084-001;Scil_g9931	0.00633952290948492	3.3096202968895437e-40			
Aque_Aqu2.1.15711-001;Scil_g10890	2.702731237627593e-11	8.289200286554092e-13	Aque_Aqu2.1.37748-001;Scil_g4955	0.006868279958800548	2.8980325535352766e-11	Aque_Aqu2.1.27224-001;Scil_g1970	6.85573730359377e-63	1.7432853746357123e-10	Aque_Aqu2.1.37747-001;Scil_g4955	1.520304058493942e-143	1.6734184458248347e-07				Aque_Aqu2.1.35998-001;Scil_g6487	6.231082991345739e-05	2.1519754728277792e-07	Aque_Aqu2.1.44081-001;Scil_g10067	8.738402551487298e-08	3.6825449616023355e-06	Aque_Aqu2.1.21174-001;Scil_g2820	0.00021564884897657527	1.734370996913815e-60	Aque_Aqu2.1.42093-001;Scil_g3806	0.0006886285707111513	3.452312820229575e-05	Aque_Aqu2.1.31551-001;Scil_g1483	0.0004550419940629617	4.085735599763043e-06				Aque_Aqu2.1.42703-001;Scil_g307	1.5499114342658717e-08	7.224369114222508e-43	Aque_Aqu2.1.42548-001;Scil_g2821	7.448014540555121e-28	0.0011493006646182426	Aque_Aqu2.1.21084-001;Scil_g9931	0.00633952290948492	1.4935808984023714e-38	Aque_Aqu2.1.39672-001;Scil_g5254	4.853247615656722e-15	0.005356450352588373			
Aque_Aqu2.1.27224-001;Scil_g2125	6.85573730359377e-63	6.812113569567865e-25	Aque_Aqu2.1.44246-001;Scil_g2125	7.348281244918552e-80	3.513457657467906e-18	Aque_Aqu2.1.34344-001;Scil_g119	4.469710923167695e-16	4.12906544749031e-51	Aque_Aqu2.1.36779-001;Scil_g5032	6.984192939755703e-05	0.001224227857816415				Aque_Aqu2.1.07288-001;Scil_g3388	0.0003153131800253428	4.153586111703442e-07	Aque_Aqu2.1.32920-001;Scil_g9431	0.0019696549996616733	2.2604854558921415e-07	Aque_Aqu2.1.39672-001;Scil_g13259	1.7219934783810546e-24	0.0019587669444009245	Aque_Aqu2.1.25867-001;Scil_g10960	0.0002352162877005849	7.697874836345238e-14	Aque_Aqu2.1.38524-001;Scil_g11283	9.419406752082244e-11	0.007092041936371049				Aque_Aqu2.1.42762-001;Scil_g8183	7.811805062921284e-23	7.136238196514838e-05	Aque_Aqu2.1.44193-001;Scil_g3749	0.008761691378829603	5.015011148407402e-41	Aque_Aqu2.1.35197-001;Scil_g12865	0.004331050278405647	8.708814194825942e-35	Aque_Aqu2.1.27224-001;Scil_g2125	0.00698422672407088	7.46393838870838e-12			
Aque_Aqu2.1.41892-001;Scil_g4240	8.326661223111995e-07	2.093408864645281e-05	Aque_Aqu2.1.24541-001;Scil_g13687	2.344168441479099e-143	1.466694169169309e-25	Aque_Aqu2.1.43581-001;Scil_g2671	5.4958467372897874e-33	9.343901670002873e-11	Aque_Aqu2.1.40665-001;Scil_g3312	8.115709961538107e-35	2.5631732670769705e-17				Aque_Aqu2.1.43540-001;Scil_g1266	4.262255145870636e-06	1.4961718621363973e-06	Aque_Aqu2.1.33324-001;Scil_g2050	5.473823880593289e-09	0.00028651022064054156	Aque_Aqu2.1.34863-001;Scil_g10363	7.856949568546215e-16	1.7683703946708102e-19	Aque_Aqu2.1.31551-001;Scil_g1483	0.0004550419940629617	2.479568833724734e-22	Aque_Aqu2.1.33622-001;Scil_g2756	1.708447263117159e-16	0.0004767352567340763				Aque_Aqu2.1.23692-001;Scil_g10960	1.0602342069590649e-07	1.7814275668616436e-13	Aque_Aqu2.1.28960-001;Scil_g9703	1.2115948719525116e-09	9.907428968178855e-19	Aque_Aqu2.1.33740-001;Scil_g9493	6.278595155439881e-06	2.1153771775813224e-57	Aque_Aqu2.1.43440-001;Scil_g3916	1.8878112542246298e-07	9.705816545617034e-30			
Aque_Aqu2.1.26118-001;Scil_g645	1.1077058835232494e-24	8.717474977728585e-59	Aque_Aqu2.1.27224-001;Scil_g2125	6.85573730359377e-63	3.513457657467906e-18	Aque_Aqu2.1.37974-001;Scil_g4955	2.4185485011480635e-14	1.3274390645344907e-15	Aque_Aqu2.1.41892-001;Scil_g2609	8.326661223111995e-07	7.187088243588235e-13				Aque_Aqu2.1.44079-001;Scil_g1266	9.083305623486143e-06	1.4961718621363973e-06	Aque_Aqu2.1.38596-001;Scil_g8391	4.915425379001228e-11	0.0037906289211224855	Aque_Aqu2.1.43637-001;Scil_g13026	8.152574204947499e-32	1.0858709037481048e-15	Aque_Aqu2.1.43674-001;Scil_g5780	4.20083387372124e-06	1.401077682156374e-56	Aque_Aqu2.1.36606-001;Scil_g4725	6.429704257152719e-05	0.000998381218287609				Aque_Aqu2.1.36606-001;Scil_g8183	0.00011808161515158586	7.136238196514838e-05	Aque_Aqu2.1.29077-001;Scil_g119	0.004321048201029846	1.1240744252913564e-101	Aque_Aqu2.1.31586-001;Scil_g8948	1.891188349453035e-06	1.5267188273665134e-17	Aque_Aqu2.1.07543-001;Scil_g9417	4.81622449486522e-09	1.514126013743912e-32			
Aque_Aqu2.1.36215-001;Scil_g6570	8.25105355217579e-08	1.303537719053094e-26	Aque_Aqu2.1.43637-001;Scil_g13000	0.0001321362764028887	3.139328915068049e-23	Aque_Aqu2.1.40665-001;Scil_g3312	8.115709961538107e-35	3.106968286626422e-17	Aque_Aqu2.1.22535-001;Scil_g130	7.166399470023436e-67	1.5244133769329725e-07				Aque_Aqu2.1.38752-001;Scil_g5520	8.898107358929214e-33	3.2822396728584823e-09	Aque_Aqu2.1.31344-001;Scil_g11945	2.897711481146304e-06	0.00028980519709260257	Aque_Aqu2.1.27353-001;Scil_g11067	9.44565242901379e-09	3.4113450508160326e-51	Aque_Aqu2.1.43674-001;Scil_g1098	4.20083387372124e-06	7.599970776583826e-09	Aque_Aqu2.1.31586-001;Scil_g10108	1.7372787348993547e-40	0.007160020110211752				Aque_Aqu2.1.28295-001;Scil_g458	5.367669926149825e-21	7.089012749431077e-08	Aque_Aqu2.1.39672-001;Scil_g5254	4.853247615656722e-15	7.915691230088375e-05	Aque_Aqu2.1.42195-001;Scil_g10844	0.00477303985890151	0.0007879050466048178	Aque_Aqu2.1.28960-001;Scil_g9703	1.2115948719525116e-09	4.6862689011304155e-07			
Aque_Aqu2.1.37974-001;Scil_g4955	2.4185485011480635e-14	3.09647286557078e-36	Aque_Aqu2.1.32713-001;Scil_g2679	2.6072070909321647e-14	3.449463238812816e-18	Aque_Aqu2.1.41892-001;Scil_g8192	8.326661223111995e-07	3.095268598195959e-25	Aque_Aqu2.1.44246-001;Scil_g8311	7.348281244918552e-80	9.440630961312128e-07				Aque_Aqu2.1.31344-001;Scil_g11945	5.241073075146672e-07	0.00028980519709260257	Aque_Aqu2.1.41380-001;Scil_g10067	3.610463734669766e-08	3.6825449616023355e-06	Aque_Aqu2.1.33622-001;Scil_g13259	1.708447263117159e-16	0.0019587669444009245	Aque_Aqu2.1.34863-001;Scil_g2820	7.856949568546215e-16	6.411161546849771e-05	Aque_Aqu2.1.25769-001;Scil_g428	3.2643039449818794e-11	5.021405377734626e-36				Aque_Aqu2.1.23228-001;Scil_g9955	4.427998208917077e-07	3.855967316822112e-13	Aque_Aqu2.1.37818-001;Scil_g9008	4.366072114981543e-05	4.859466153406389e-07	Aque_Aqu2.1.33928-001;Scil_g119	1.7070164772059762e-09	1.0977579962824666e-31	Aque_Aqu2.1.34140-001;Scil_g5780	1.2311513054768545e-08	7.726719165322015e-45			
Aque_Aqu2.1.20295-001;Scil_g3749	0.0001795255504142727	5.015011148407402e-41	Aque_Aqu2.1.34343-001;Scil_g119	1.748816289030163e-11	1.0977579962824666e-31	Aque_Aqu2.1.44325-001;Scil_g533	1.4970828419916077e-16	1.2059735672527065e-19	Aque_Aqu2.1.38470-001;Scil_g819	0.004861230740791713	2.902215219929445e-24				Aque_Aqu2.1.24879-001;Scil_g1084	8.49012491898565e-05	1.1466091512127801e-14	Aque_Aqu2.1.27832-001;Scil_g6189	5.884935948591738e-05	3.078981561582129e-05	Aque_Aqu2.1.42154-001;Scil_g12529	2.4653836889926653e-06	2.585553304861641e-14	Aque_Aqu2.1.31551-001;Scil_g5780	0.0004550419940629617	1.401077682156374e-56	Aque_Aqu2.1.40394-001;Scil_g12529	0.008548448215663518	1.0556557055860905e-05				Aque_Aqu2.1.39919-001;Scil_g2615	8.838572398383237e-31	8.659425700052678e-51	Aque_Aqu2.1.40839-001;Scil_g11331	7.198710762014658e-21	1.1780793404929863e-07	Aque_Aqu2.1.43637-001;Scil_g13000	4.913286201607988e-09	3.139328915068049e-23	Aque_Aqu2.1.32930-001;Scil_g9417	2.0305570543660158e-05	1.514126013743912e-32			
Aque_Aqu2.1.44247-001;Scil_g9331	3.554518331741283e-29	1.3997922354298147e-14	Aque_Aqu2.1.36440-001;Scil_g1526	3.740727356250706e-136	2.6673913062622445e-11	Aque_Aqu2.1.33740-001;Scil_g9493	1.0543340401031923e-102	2.38359784208512e-33	Aque_Aqu2.1.34878-001;Scil_g9458	1.029702300556858e-14	0.0010013805112998515				Aque_Aqu2.1.20504-001;Scil_g1576	0.004078444403214724	1.7880041594527604e-28	Aque_Aqu2.1.24266-001;Scil_g13487	1.3232475428430433e-05	0.00014122238861234354	Aque_Aqu2.1.41049-001;Scil_g130	0.007200126607303983	4.569395335591736e-93	Aque_Aqu2.1.36606-001;Scil_g402	6.429704257152719e-05	0.0003005960655922788	Aque_Aqu2.1.38524-001;Scil_g10858	9.419406752082244e-11	0.0035080747920656213				Aque_Aqu2.1.43674-001;Scil_g5780	4.400615814884635e-07	3.2348683259580126e-27	Aque_Aqu2.1.34343-001;Scil_g119	1.074270232820891e-06	1.1240744252913564e-101	Aque_Aqu2.1.28775-001;Scil_g2024	1.0158747778249796e-05	9.755691899743128e-10	Aque_Aqu2.1.33740-001;Scil_g9493	6.278595155439881e-06	2.38359784208512e-33			
Aque_Aqu2.1.43522-001;Scil_g11081	3.210211400271905e-05	6.11672841255793e-15	Aque_Aqu2.1.37818-001;Scil_g13687	1.1042169105070999e-65	1.466694169169309e-25	Aque_Aqu2.1.33392-001;Scil_g1730	0.0031077183817407456	5.530050287560553e-07	Aque_Aqu2.1.38363-001;Scil_g9187	4.496202827178639e-22	8.066088649559186e-17				Aque_Aqu2.1.44081-001;Scil_g10067	1.1197237321783682e-06	3.6825449616023355e-06	Aque_Aqu2.1.41088-001;Scil_g6241	3.5475032846856503e-06	2.833157647881633e-12	Aque_Aqu2.1.32503-001;Scil_g1047	8.836422303727378e-40	0.0001008054776948121	Aque_Aqu2.1.42693-001;Scil_g10960	0.0018360592641156288	7.697874836345238e-14	Aque_Aqu2.1.41892-001;Scil_g8192	5.2142493076430264e-14	1.4505713363105934e-09				Aque_Aqu2.1.14505-001;Scil_g2018	7.790561052606891e-22	3.0609869963813252e-15	Aque_Aqu2.1.35197-001;Scil_g12865	0.004331050278405647	2.494432485779507e-60	Aque_Aqu2.1.29077-001;Scil_g119	0.004321048201029846	1.0977579962824666e-31	Aque_Aqu2.1.27224-001;Scil_g1970	0.00698422672407088	1.7432853746357123e-10			
Aque_Aqu2.1.34343-001;Scil_g119	1.748816289030163e-11	1.1240744252913564e-101	Aque_Aqu2.1.34182-001;Scil_g1212	2.8381934299431106e-12	8.020125970823068e-06	Aque_Aqu2.1.21084-001;Scil_g9931	5.175422506174251e-16	3.3096202968895437e-40	Aque_Aqu2.1.29892-001;Scil_g2894	0.00882540214751287	6.63625816753973e-19				Aque_Aqu2.1.29855-001;Scil_g9431	0.0022340984168665655	2.2604854558921415e-07	Aque_Aqu2.1.29078-001;Scil_g4585	0.0002411810254516003	9.719865489805225e-06	Aque_Aqu2.1.28497-001;Scil_g9850	6.265744639493593e-06	2.3017395799018037e-22	Aque_Aqu2.1.31551-001;Scil_g1098	0.0004550419940629617	7.599970776583826e-09	Aque_Aqu2.1.30867-001;Scil_g1483	1.3309245062395783e-20	4.085735599763043e-06				Aque_Aqu2.1.19251-001;Scil_g3142	0.0011282324819503705	0.00011417929269461546	Aque_Aqu2.1.24541-001;Scil_g9008	2.8194141356318613e-14	4.859466153406389e-07	Aque_Aqu2.1.40044-001;Scil_g552	2.9840605065936037e-06	9.063270920807916e-38	Aque_Aqu2.1.39108-001;Scil_g1492	4.4768922414522974e-09	1.1421105619243244e-31			
Aque_Aqu2.1.42548-001;Scil_g9678	5.420837544320485e-66	0.009357348635474466	Aque_Aqu2.1.33740-001;Scil_g9493	1.0543340401031923e-102	2.1153771775813224e-57	Aque_Aqu2.1.16671-001;Scil_g13745	1.7538076482175143e-30	2.6179123761666576e-09	Aque_Aqu2.1.36579-001;Scil_g2206	1.3401575227138799e-05	9.542561533753149e-35				Aque_Aqu2.1.13963-001;Scil_g6014	0.00020210039681403604	7.513146338206519e-06	Aque_Aqu2.1.31385-001;Scil_g13734	5.85436007345541e-05	0.00010448839775807025	Aque_Aqu2.1.41056-001;Scil_g4341	8.402638292863864e-08	0.0008148831265628503	Aque_Aqu2.1.31168-001;Scil_g4052	0.0008003375710539983	0.007552718160278112	Aque_Aqu2.1.33635-001;Scil_g3056	0.00010669886911690847	2.0628480496730304e-08				Aque_Aqu2.1.31551-001;Scil_g5780	5.480233371944621e-11	3.2348683259580126e-27	Aque_Aqu2.1.33622-001;Scil_g5254	0.0004296564650498524	7.915691230088375e-05	Aque_Aqu2.1.32713-001;Scil_g2679	0.0018930843638392614	3.449463238812816e-18	Aque_Aqu2.1.44325-001;Scil_g533	0.008603398748427676	1.2059735672527065e-19			
Aque_Aqu2.1.44221-001;Scil_g10508	2.4142643864291954e-16	3.569604556802591e-21	Aque_Aqu2.1.25578-001;Scil_g2679	9.46692299568766e-12	3.449463238812816e-18	Aque_Aqu2.1.39927-001;Scil_g2125	2.100681945699731e-42	7.46393838870838e-12	Aque_Aqu2.1.40905-001;Scil_g13078	9.527533673684782e-19	1.6630355162408285e-08				Aque_Aqu2.1.20511-001;Scil_g1572	1.5644696087407903e-10	7.823311406353975e-54	Aque_Aqu2.1.44079-001;Scil_g1266	6.321946868532812e-06	1.4961718621363973e-06	Aque_Aqu2.1.28497-001;Scil_g11447	6.265744639493593e-06	4.092936753533095e-05	Aque_Aqu2.1.41653-001;Scil_g8832	5.400992414490759e-06	0.00038734422474595283	Aque_Aqu2.1.41482-001;Scil_g1483	2.257130122823816e-08	4.085735599763043e-06				Aque_Aqu2.1.32868-001;Scil_g5864	0.009140993413926954	0.0003760413837692521	Aque_Aqu2.1.44325-001;Scil_g533	0.008603398748427676	2.6650878305591554e-38	Aque_Aqu2.1.41302-001;Scil_g10741	1.593114344057822e-11	1.0390723964522058e-14	Aque_Aqu2.1.33622-001;Scil_g5254	0.0004296564650498524	0.005356450352588373			
