Aque_1;Scil_13	Aque_1;Scil_13_pval1	Aque_1;Scil_13_pval2	Aque_1;Scil_16	Aque_1;Scil_16_pval1	Aque_1;Scil_16_pval2	Aque_1;Scil_2	Aque_1;Scil_2_pval1	Aque_1;Scil_2_pval2	Aque_1;Scil_3	Aque_1;Scil_3_pval1	Aque_1;Scil_3_pval2	Aque_1;Scil_4	Aque_1;Scil_4_pval1	Aque_1;Scil_4_pval2	Aque_1;Scil_9	Aque_1;Scil_9_pval1	Aque_1;Scil_9_pval2	Aque_11;Scil_20	Aque_11;Scil_20_pval1	Aque_11;Scil_20_pval2	Aque_12;Scil_20	Aque_12;Scil_20_pval1	Aque_12;Scil_20_pval2	Aque_13;Scil_7	Aque_13;Scil_7_pval1	Aque_13;Scil_7_pval2	Aque_18;Scil_8	Aque_18;Scil_8_pval1	Aque_18;Scil_8_pval2	Aque_2;Scil_2	Aque_2;Scil_2_pval1	Aque_2;Scil_2_pval2	Aque_25;Scil_20	Aque_25;Scil_20_pval1	Aque_25;Scil_20_pval2	Aque_3;Scil_10	Aque_3;Scil_10_pval1	Aque_3;Scil_10_pval2	Aque_5;Scil_1	Aque_5;Scil_1_pval1	Aque_5;Scil_1_pval2	Aque_5;Scil_10	Aque_5;Scil_10_pval1	Aque_5;Scil_10_pval2	Aque_5;Scil_14	Aque_5;Scil_14_pval1	Aque_5;Scil_14_pval2	Aque_5;Scil_15	Aque_5;Scil_15_pval1	Aque_5;Scil_15_pval2	Aque_5;Scil_7	Aque_5;Scil_7_pval1	Aque_5;Scil_7_pval2	Aque_6;Scil_2	Aque_6;Scil_2_pval1	Aque_6;Scil_2_pval2	Aque_7;Scil_20	Aque_7;Scil_20_pval1	Aque_7;Scil_20_pval2	Aque_7;Scil_28	Aque_7;Scil_28_pval1	Aque_7;Scil_28_pval2	Aque_8;Scil_24	Aque_8;Scil_24_pval1	Aque_8;Scil_24_pval2
																								Aque_Aqu2.1.43423-001;Scil_g455	1.4534405562176536e-24	1.1160296491421674e-52										Aque_Aqu2.1.42204-001;Scil_g4454	1.7994841918020374e-28	3.706663423434533e-89	Aque_Aqu2.1.38435-001;Scil_g9800	6.908541486340834e-11	9.48023987730771e-156	Aque_Aqu2.1.41621-001;Scil_g10236	7.374598182584166e-43	1.6578480991107056e-115	Aque_Aqu2.1.33740-001;Scil_g9493	1.0980804431426508e-53	1.2301559046943514e-47	Aque_Aqu2.1.36105-001;Scil_g6454	5.076089310239436e-23	1.2321050778477347e-65	Aque_Aqu2.1.37818-001;Scil_g13687	1.9445573766196906e-29	1.5600481977929334e-74										Aque_Aqu2.1.24541-001;Scil_g13687	6.141777645601059e-35	1.3130253835517724e-101
																								Aque_Aqu2.1.38435-001;Scil_g9800	1.0323861231723936e-05	1.5153703518870904e-27										Aque_Aqu2.1.43995-001;Scil_g3594	0.005431197667369024	7.656339146352985e-162	Aque_Aqu2.1.33572-001;Scil_g3476	1.3271307867944713e-72	6.368390744696838e-65	Aque_Aqu2.1.31388-001;Scil_g6171	0.0029408515564412025	4.140231065806796e-34	Aque_Aqu2.1.35141-001;Scil_g1526	1.5821673928813966e-36	3.513468423117649e-67	Aque_Aqu2.1.16620-001;Scil_g10793	8.482366550578907e-75	9.819250709581188e-39	Aque_Aqu2.1.07543-001;Scil_g9417	2.860189126298224e-57	6.406974381252898e-58										Aque_Aqu2.1.22423-001;Scil_g4454	0.00922832833348423	1.9703874266385865e-126
																								Aque_Aqu2.1.33740-001;Scil_g9503	6.922520583153189e-22	9.638396070064196e-67										Aque_Aqu2.1.43423-001;Scil_g455	7.66648511864863e-50	9.055194966555323e-72	Aque_Aqu2.1.36105-001;Scil_g6454	5.076089310239436e-23	2.5988487410348625e-193	Aque_Aqu2.1.27307-001;Scil_g7553	5.19055534445645e-22	7.512430928222242e-119	Aque_Aqu2.1.33572-001;Scil_g3476	1.3271307867944713e-72	3.7823666103790384e-24	Aque_Aqu2.1.37079-001;Scil_g9503	6.546838397706728e-61	7.921014333766046e-31	Aque_Aqu2.1.43440-001;Scil_g3804	2.811181454483191e-27	1.337084652253437e-51										Aque_Aqu2.1.20342-001;Scil_g6013	6.112843556868443e-23	3.743091368113425e-133
																								Aque_Aqu2.1.20356-001;Scil_g3529	0.000859801160181011	2.3986760376138778e-51										Aque_Aqu2.1.37079-001;Scil_g9493	1.883427367568046e-54	1.0966284320389135e-80	Aque_Aqu2.1.43995-001;Scil_g3594	0.00273168138428814	3.5220781732506785e-197	Aque_Aqu2.1.33572-001;Scil_g3476	1.3271307867944713e-72	4.334665868065728e-102	Aque_Aqu2.1.41621-001;Scil_g10236	7.374598182584166e-43	2.0778941588170607e-58	Aque_Aqu2.1.24541-001;Scil_g13687	5.934327217092841e-72	2.538710221221242e-55	Aque_Aqu2.1.33740-001;Scil_g9493	1.0980804431426508e-53	2.96309757852025e-50										Aque_Aqu2.1.39916-001;Scil_g2323	1.7282679277364097e-09	1.3401851875199793e-154
																								Aque_Aqu2.1.24541-001;Scil_g13687	1.3032666902546044e-28	1.5600481977929334e-74										Aque_Aqu2.1.07543-001;Scil_g9417	4.982396313235878e-42	1.1070794056629593e-85	Aque_Aqu2.1.43276-001;Scil_g9800	6.700245936937359e-45	9.48023987730771e-156	Aque_Aqu2.1.37079-001;Scil_g9493	6.546838397706728e-61	1.0966284320389135e-80	Aque_Aqu2.1.36440-001;Scil_g1526	7.632745398517146e-67	3.513468423117649e-67	Aque_Aqu2.1.41621-001;Scil_g10236	7.374598182584166e-43	3.106346624842757e-67	Aque_Aqu2.1.38333-001;Scil_g2116	2.839086395979409e-23	5.792477161716592e-65										Aque_Aqu2.1.32930-001;Scil_g9417	9.717064150508503e-14	4.5205869634179163e-100
																								Aque_Aqu2.1.43995-001;Scil_g7247	0.0009579786387216393	1.8866332575949762e-54										Aque_Aqu2.1.33740-001;Scil_g9503	6.46411912084048e-22	2.625874160586213e-79	Aque_Aqu2.1.37079-001;Scil_g9493	6.546838397706728e-61	1.1957752526203634e-109	Aque_Aqu2.1.43995-001;Scil_g3594	0.00273168138428814	7.656339146352985e-162	Aque_Aqu2.1.31388-001;Scil_g6171	0.0029408515564412025	4.283642587552604e-09	Aque_Aqu2.1.42087-001;Scil_g6454	1.2277184926530012e-11	1.2321050778477347e-65	Aque_Aqu2.1.43423-001;Scil_g455	5.777870565023009e-58	1.1160296491421674e-52										Aque_Aqu2.1.34247-001;Scil_g9420	5.08663612545237e-38	4.731211575159038e-147
																								Aque_Aqu2.1.37079-001;Scil_g9503	4.281078127361223e-33	9.638396070064196e-67										Aque_Aqu2.1.29989-001;Scil_g3256	1.4212504089931872e-47	5.452006744648249e-91	Aque_Aqu2.1.42087-001;Scil_g6454	1.2277184926530012e-11	2.5988487410348625e-193	Aque_Aqu2.1.43440-001;Scil_g3804	2.811181454483191e-27	4.605335114898953e-84	Aque_Aqu2.1.37818-001;Scil_g13687	1.9445573766196906e-29	1.2569949463208585e-43	Aque_Aqu2.1.07543-001;Scil_g9417	2.860189126298224e-57	5.399945915754303e-33	Aque_Aqu2.1.24541-001;Scil_g13687	5.934327217092841e-72	1.5600481977929334e-74										Aque_Aqu2.1.42622-001;Scil_g6134	1.4739024252985782e-18	7.493461300128092e-53
																								Aque_Aqu2.1.28194-001;Scil_g2206	4.556158483609061e-15	3.8427685016444203e-75										Aque_Aqu2.1.32930-001;Scil_g9417	2.2022963459244614e-35	1.1070794056629593e-85	Aque_Aqu2.1.35141-001;Scil_g1526	1.5821673928813966e-36	1.4880051560529757e-149	Aque_Aqu2.1.38191-001;Scil_g3256	1.7868189428044097e-31	5.452006744648249e-91	Aque_Aqu2.1.38333-001;Scil_g2116	2.839086395979409e-23	2.778298198867826e-47	Aque_Aqu2.1.33740-001;Scil_g9493	1.0980804431426508e-53	2.202169687342322e-34	Aque_Aqu2.1.37079-001;Scil_g9493	6.546838397706728e-61	2.96309757852025e-50										Aque_Aqu2.1.38191-001;Scil_g3256	0.005113886805994292	5.327713515480944e-142
																								Aque_Aqu2.1.23412-001;Scil_g10318	0.0007066746290754217	1.589611768983524e-10										Aque_Aqu2.1.42605-001;Scil_g8541	1.6106643124840013e-49	4.708310254106961e-33	Aque_Aqu2.1.41621-001;Scil_g10236	7.374598182584166e-43	1.4221876891009659e-195	Aque_Aqu2.1.36105-001;Scil_g6454	5.076089310239436e-23	1.9050573213743844e-97	Aque_Aqu2.1.35782-001;Scil_g4062	1.7592389303317049e-43	4.1897896374889285e-20	Aque_Aqu2.1.37818-001;Scil_g13687	1.9445573766196906e-29	2.538710221221242e-55	Aque_Aqu2.1.18353-001;Scil_g9071	5.049057073524169e-32	6.732635558228759e-66										Aque_Aqu2.1.33572-001;Scil_g3476	6.507426257041053e-20	5.616621565355855e-69
																								Aque_Aqu2.1.33740-001;Scil_g9493	6.922520583153189e-22	2.96309757852025e-50										Aque_Aqu2.1.28194-001;Scil_g2206	1.7871825393887762e-21	7.187792383971008e-119	Aque_Aqu2.1.24541-001;Scil_g13687	5.934327217092841e-72	3.122225469839726e-129	Aque_Aqu2.1.37079-001;Scil_g9503	6.546838397706728e-61	2.625874160586213e-79	Aque_Aqu2.1.33574-001;Scil_g5971	6.176696126619883e-12	2.8701465866932713e-37	Aque_Aqu2.1.18353-001;Scil_g9071	5.049057073524169e-32	2.9665398618259444e-43	Aque_Aqu2.1.33740-001;Scil_g9503	1.0980804431426508e-53	9.638396070064196e-67										Aque_Aqu2.1.39919-001;Scil_g2615	7.552729376511697e-10	3.0790572700661165e-15
																								Aque_Aqu2.1.34860-001;Scil_g12463	1.1759560505217626e-22	4.3460958038120623e-60										Aque_Aqu2.1.18353-001;Scil_g9071	3.1190980992846723e-27	2.2078775895030755e-110	Aque_Aqu2.1.36440-001;Scil_g1526	7.632745398517146e-67	1.4880051560529757e-149	Aque_Aqu2.1.28301-001;Scil_g5638	8.453116066766652e-18	2.6686207396112425e-128	Aque_Aqu2.1.43995-001;Scil_g7247	0.00273168138428814	4.688322791978525e-103	Aque_Aqu2.1.33740-001;Scil_g9503	1.0980804431426508e-53	7.921014333766046e-31	Aque_Aqu2.1.43276-001;Scil_g9800	6.700245936937359e-45	1.5153703518870904e-27										Aque_Aqu2.1.28301-001;Scil_g5638	7.753989566175876e-28	7.914825578157619e-30
																								Aque_Aqu2.1.37476-001;Scil_g6562	0.0012925643818361954	6.745908181975087e-60										Aque_Aqu2.1.28301-001;Scil_g5638	3.252006985181462e-07	2.6686207396112425e-128	Aque_Aqu2.1.37079-001;Scil_g9503	6.546838397706728e-61	2.220151461027726e-92	Aque_Aqu2.1.33740-001;Scil_g9493	1.0980804431426508e-53	1.0966284320389135e-80	Aque_Aqu2.1.22535-001;Scil_g12359	1.7528568593068535e-30	1.9304548292510384e-58	Aque_Aqu2.1.32930-001;Scil_g9417	1.754004206105032e-49	5.399945915754303e-33	Aque_Aqu2.1.43995-001;Scil_g3594	0.00273168138428814	1.4988664616076513e-94										Aque_Aqu2.1.43423-001;Scil_g455	2.4738155623505688e-20	8.623535028175615e-108
																								Aque_Aqu2.1.43558-001;Scil_g9800	4.304066085918366e-06	1.5153703518870904e-27										Aque_Aqu2.1.33740-001;Scil_g9493	6.46411912084048e-22	1.0966284320389135e-80	Aque_Aqu2.1.32930-001;Scil_g9417	1.754004206105032e-49	3.87407078352086e-111	Aque_Aqu2.1.37127-001;Scil_g10022	5.554452623562781e-34	2.029082982225888e-83	Aque_Aqu2.1.33740-001;Scil_g9503	1.0980804431426508e-53	7.604298156689081e-20	Aque_Aqu2.1.43995-001;Scil_g7247	0.00273168138428814	4.571753685594215e-58	Aque_Aqu2.1.42605-001;Scil_g8541	4.26182735823958e-21	6.14985551959929e-70										Aque_Aqu2.1.26684-001;Scil_g1710	1.8939325327172208e-19	7.828376516825086e-139
																								Aque_Aqu2.1.29989-001;Scil_g3256	8.192985683235581e-29	1.022530426407309e-44										Aque_Aqu2.1.34860-001;Scil_g12463	1.3519505551429266e-51	2.914446546199139e-73	Aque_Aqu2.1.33740-001;Scil_g9493	1.0980804431426508e-53	1.1957752526203634e-109	Aque_Aqu2.1.07543-001;Scil_g9417	2.860189126298224e-57	1.1070794056629593e-85	Aque_Aqu2.1.37079-001;Scil_g9493	6.546838397706728e-61	1.2301559046943514e-47	Aque_Aqu2.1.36440-001;Scil_g1526	7.632745398517146e-67	3.592781456546267e-36	Aque_Aqu2.1.33574-001;Scil_g5971	6.176696126619883e-12	7.735947322699045e-69										Aque_Aqu2.1.18813-001;Scil_g2393	2.2714402491515383e-24	1.9901801935933732e-154
																								Aque_Aqu2.1.29497-001;Scil_g3180	1.8827875549582344e-08	1.7648005941455356e-83										Aque_Aqu2.1.43995-001;Scil_g7247	0.005431197667369024	1.94921464642178e-112	Aque_Aqu2.1.38191-001;Scil_g3256	1.7868189428044097e-31	2.60698942674615e-95	Aque_Aqu2.1.38333-001;Scil_g2116	2.839086395979409e-23	7.125195643993202e-100	Aque_Aqu2.1.16620-001;Scil_g10793	8.482366550578907e-75	2.5956773394325424e-29	Aque_Aqu2.1.06465-001;Scil_g13584	4.862108642372803e-06	4.1750126703165807e-60	Aque_Aqu2.1.37079-001;Scil_g9503	6.546838397706728e-61	9.638396070064196e-67										Aque_Aqu2.1.37818-001;Scil_g13687	5.638901466918758e-17	1.3130253835517724e-101
																								Aque_Aqu2.1.40808-001;Scil_g272	3.7323374706219494e-19	4.652783760012029e-10										Aque_Aqu2.1.43558-001;Scil_g9800	2.228107503175236e-11	3.598773865081431e-54	Aque_Aqu2.1.42605-001;Scil_g8541	4.26182735823958e-21	1.146115424193619e-47	Aque_Aqu2.1.43423-001;Scil_g455	5.777870565023009e-58	9.055194966555323e-72	Aque_Aqu2.1.24541-001;Scil_g13687	5.934327217092841e-72	1.2569949463208585e-43	Aque_Aqu2.1.33572-001;Scil_g3476	1.3271307867944713e-72	7.70836388456797e-20	Aque_Aqu2.1.40808-001;Scil_g272	5.905555050462949e-71	4.652783760012029e-10										Aque_Aqu2.1.36280-001;Scil_g3164	2.2025901356711323e-16	0.00031576174076018454
																								Aque_Aqu2.1.37079-001;Scil_g176	4.281078127361223e-33	8.415208052090102e-09										Aque_Aqu2.1.37140-001;Scil_g9194	0.0014209430482943215	1.0260565580010982e-104	Aque_Aqu2.1.28301-001;Scil_g5638	8.453116066766652e-18	2.2774550213834944e-152	Aque_Aqu2.1.33740-001;Scil_g9503	1.0980804431426508e-53	2.625874160586213e-79	Aque_Aqu2.1.37079-001;Scil_g9503	6.546838397706728e-61	7.604298156689081e-20	Aque_Aqu2.1.08202-001;Scil_g5971	7.150003335044007e-10	4.706490316160253e-38	Aque_Aqu2.1.36579-001;Scil_g2206	5.931342535516323e-06	3.8427685016444203e-75										Aque_Aqu2.1.37486-001;Scil_g4454	0.004947560922679354	1.9703874266385865e-126
																								Aque_Aqu2.1.34340-001;Scil_g9951	1.3755466559987196e-30	3.4757320733833506e-59										Aque_Aqu2.1.37127-001;Scil_g10022	5.532429859989264e-19	2.029082982225888e-83	Aque_Aqu2.1.33740-001;Scil_g9503	1.0980804431426508e-53	2.220151461027726e-92	Aque_Aqu2.1.37818-001;Scil_g13687	1.9445573766196906e-29	2.1753177914457852e-108	Aque_Aqu2.1.07543-001;Scil_g9417	2.860189126298224e-57	4.952690763118984e-43	Aque_Aqu2.1.23414-001;Scil_g10318	0.007547276391561884	6.603369413117707e-68	Aque_Aqu2.1.16620-001;Scil_g10793	8.482366550578907e-75	1.3853223905306347e-38										Aque_Aqu2.1.34344-001;Scil_g119	6.42250061611167e-28	2.9204080843786854e-106
																								Aque_Aqu2.1.36105-001;Scil_g6454	1.1386448976938985e-05	1.6118352340212025e-58										Aque_Aqu2.1.43440-001;Scil_g3916	2.6331408191558364e-20	3.231079584223045e-76	Aque_Aqu2.1.43423-001;Scil_g455	5.777870565023009e-58	1.2437126824478338e-103	Aque_Aqu2.1.18353-001;Scil_g9071	5.049057073524169e-32	2.2078775895030755e-110	Aque_Aqu2.1.28301-001;Scil_g5638	8.453116066766652e-18	1.371556489431947e-68	Aque_Aqu2.1.36579-001;Scil_g2206	5.931342535516323e-06	4.2038282623182897e-32	Aque_Aqu2.1.32930-001;Scil_g9417	1.754004206105032e-49	6.406974381252898e-58										Aque_Aqu2.1.41892-001;Scil_g20	7.446491649011122e-09	5.354254602008442e-147
																								Aque_Aqu2.1.41071-001;Scil_g12539	2.590520000192769e-14	6.763034597232629e-53										Aque_Aqu2.1.34340-001;Scil_g9966	1.9580765026993305e-47	5.054498362238361e-56	Aque_Aqu2.1.07543-001;Scil_g9417	2.860189126298224e-57	3.87407078352086e-111	Aque_Aqu2.1.36440-001;Scil_g1526	7.632745398517146e-67	5.173687108079556e-77	Aque_Aqu2.1.42087-001;Scil_g6454	1.2277184926530012e-11	9.325476026369619e-75	Aque_Aqu2.1.39740-001;Scil_g5976	2.4754705764807406e-16	8.449445310381931e-08	Aque_Aqu2.1.38435-001;Scil_g9800	6.908541486340834e-11	1.5153703518870904e-27										Aque_Aqu2.1.38333-001;Scil_g2116	2.415656675496545e-11	8.034897403716601e-38
																								Aque_Aqu2.1.42204-001;Scil_g4454	0.0004819461061031474	4.799033429540774e-74										Aque_Aqu2.1.24541-001;Scil_g13687	2.9741559828326827e-21	2.1753177914457852e-108	Aque_Aqu2.1.43985-001;Scil_g3594	3.352658991706034e-15	3.5220781732506785e-197	Aque_Aqu2.1.42087-001;Scil_g6454	1.2277184926530012e-11	1.9050573213743844e-97	Aque_Aqu2.1.08202-001;Scil_g5971	7.150003335044007e-10	2.8701465866932713e-37	Aque_Aqu2.1.43440-001;Scil_g3804	2.811181454483191e-27	1.4391833133065743e-37	Aque_Aqu2.1.28194-001;Scil_g2206	4.046495813640694e-27	3.8427685016444203e-75										Aque_Aqu2.1.16620-001;Scil_g10793	1.292904193615941e-16	1.418432260572787e-130
																								Aque_Aqu2.1.43440-001;Scil_g3916	2.7613280393211932e-17	1.9648735679011954e-41										Aque_Aqu2.1.29497-001;Scil_g208	3.02293289745355e-13	1.3361083182096935e-160	Aque_Aqu2.1.18353-001;Scil_g9071	5.049057073524169e-32	8.717002298944823e-140	Aque_Aqu2.1.16620-001;Scil_g10793	8.482366550578907e-75	5.649559306126133e-65	Aque_Aqu2.1.43423-001;Scil_g455	5.777870565023009e-58	1.0108252730263236e-27	Aque_Aqu2.1.24376-001;Scil_g1742	1.0136830119214914e-06	4.777372555196243e-69	Aque_Aqu2.1.35141-001;Scil_g1526	1.5821673928813966e-36	4.0834552924289713e-10										Aque_Aqu2.1.37079-001;Scil_g9503	1.2106449049857624e-19	1.6771192045042746e-50
																								Aque_Aqu2.1.38735-001;Scil_g283	0.00015095097363572007	1.295203554751965e-48										Aque_Aqu2.1.34340-001;Scil_g9951	1.9580765026993305e-47	4.771926152343396e-66	Aque_Aqu2.1.43440-001;Scil_g3916	2.811181454483191e-27	1.701960133797263e-131	Aque_Aqu2.1.43985-001;Scil_g3594	3.352658991706034e-15	7.656339146352985e-162	Aque_Aqu2.1.43440-001;Scil_g3804	2.811181454483191e-27	9.40516582772996e-34	Aque_Aqu2.1.43985-001;Scil_g7247	3.352658991706034e-15	4.571753685594215e-58	Aque_Aqu2.1.29989-001;Scil_g3256	1.925747833113352e-52	1.022530426407309e-44										Aque_Aqu2.1.43440-001;Scil_g3916	1.3249254713624496e-13	7.018414927760375e-68
																								Aque_Aqu2.1.33693-001;Scil_g7247	0.005320975815141095	1.8866332575949762e-54										Aque_Aqu2.1.37079-001;Scil_g176	1.883427367568046e-54	1.664270103728279e-07	Aque_Aqu2.1.38333-001;Scil_g2116	2.839086395979409e-23	1.1149626058385384e-127	Aque_Aqu2.1.29496-001;Scil_g208	7.316349499657287e-26	1.3361083182096935e-160	Aque_Aqu2.1.37713-001;Scil_g9800	1.7206718670207037e-10	5.321707393142917e-79	Aque_Aqu2.1.33693-001;Scil_g7247	6.032629008795554e-09	4.571753685594215e-58	Aque_Aqu2.1.43985-001;Scil_g3594	3.352658991706034e-15	1.4988664616076513e-94										Aque_Aqu2.1.37960-001;Scil_g151	1.4473575331875615e-08	4.2479689171835866e-135
																								Aque_Aqu2.1.32930-001;Scil_g9417	6.508511557099197e-19	6.406974381252898e-58										Aque_Aqu2.1.42203-001;Scil_g4454	0.00011663880466654885	3.706663423434533e-89	Aque_Aqu2.1.43558-001;Scil_g9800	4.945923981072797e-06	9.48023987730771e-156	Aque_Aqu2.1.43276-001;Scil_g9800	6.700245936937359e-45	3.598773865081431e-54	Aque_Aqu2.1.32930-001;Scil_g9417	1.754004206105032e-49	4.952690763118984e-43	Aque_Aqu2.1.38191-001;Scil_g3256	1.7868189428044097e-31	6.5693186728515626e-21	Aque_Aqu2.1.42087-001;Scil_g4183	1.2277184926530012e-11	1.0805566578709724e-54										Aque_Aqu2.1.29076-001;Scil_g119	4.413690094610802e-12	2.9204080843786854e-106
																								Aque_Aqu2.1.33572-001;Scil_g3476	7.556077439216689e-06	2.1488956030949202e-65										Aque_Aqu2.1.44246-001;Scil_g1638	7.287848262179307e-30	5.040504522579827e-57	Aque_Aqu2.1.18818-001;Scil_g4454	0.0016409961141571777	3.8894617618898823e-78	Aque_Aqu2.1.29989-001;Scil_g3256	1.925747833113352e-52	5.452006744648249e-91	Aque_Aqu2.1.18818-001;Scil_g4454	0.0016409961141571777	1.8572301477282273e-41	Aque_Aqu2.1.29989-001;Scil_g3256	1.925747833113352e-52	6.5693186728515626e-21	Aque_Aqu2.1.42554-001;Scil_g7113	2.1096427148863303e-17	2.194046516506588e-44										Aque_Aqu2.1.39740-001;Scil_g5976	4.841569725881055e-10	3.1144764138545533e-07
																								Aque_Aqu2.1.28194-001;Scil_g10793	4.556158483609061e-15	1.3853223905306347e-38										Aque_Aqu2.1.40997-001;Scil_g8299	1.0605961545794511e-12	1.6469869134066394e-89	Aque_Aqu2.1.28194-001;Scil_g2206	4.046495813640694e-27	1.4268740080321066e-86	Aque_Aqu2.1.43440-001;Scil_g3916	2.811181454483191e-27	3.231079584223045e-76	Aque_Aqu2.1.38191-001;Scil_g3256	1.7868189428044097e-31	9.251044654563549e-36	Aque_Aqu2.1.43558-001;Scil_g9800	4.945923981072797e-06	8.580204748756964e-49	Aque_Aqu2.1.43558-001;Scil_g9800	4.945923981072797e-06	1.5153703518870904e-27										Aque_Aqu2.1.38430-001;Scil_g12599	4.128647574487943e-09	8.522445184556589e-132
																								Aque_Aqu2.1.22535-001;Scil_g12359	2.2495306091268923e-25	1.1261083506346657e-13										Aque_Aqu2.1.38735-001;Scil_g283	8.26856416607161e-13	1.1957759020888877e-67	Aque_Aqu2.1.43995-001;Scil_g7247	0.00273168138428814	2.930503165469239e-160	Aque_Aqu2.1.42554-001;Scil_g7113	2.1096427148863303e-17	3.9740026998923134e-52	Aque_Aqu2.1.18353-001;Scil_g9071	5.049057073524169e-32	1.258500157917208e-51	Aque_Aqu2.1.28301-001;Scil_g5638	8.453116066766652e-18	5.911669581360935e-48	Aque_Aqu2.1.34860-001;Scil_g12463	9.744732145493453e-38	4.3460958038120623e-60										Aque_Aqu2.1.39201-001;Scil_g5203	0.00025346398966813124	7.419203618948408e-130
																								Aque_Aqu2.1.36579-001;Scil_g2206	0.005887832063643485	3.8427685016444203e-75										Aque_Aqu2.1.41071-001;Scil_g12539	4.224235122844145e-31	1.0586157984607387e-98	Aque_Aqu2.1.16620-001;Scil_g10793	8.482366550578907e-75	1.9768741730767228e-106	Aque_Aqu2.1.33574-001;Scil_g5971	6.176696126619883e-12	3.6908416920837287e-85	Aque_Aqu2.1.43985-001;Scil_g3594	3.352658991706034e-15	5.776836817104879e-81	Aque_Aqu2.1.29497-001;Scil_g3180	1.0074028415303958e-07	1.0097699241664632e-35	Aque_Aqu2.1.37127-001;Scil_g10022	5.554452623562781e-34	7.480998405181205e-70										Aque_Aqu2.1.43636-001;Scil_g2645	5.109453498565162e-22	1.8160204526603641e-124
																								Aque_Aqu2.1.38191-001;Scil_g3256	0.0006027112448173675	1.022530426407309e-44										Aque_Aqu2.1.42546-001;Scil_g6498	9.950643928616544e-07	5.303953106691169e-98	Aque_Aqu2.1.37713-001;Scil_g9800	1.7206718670207037e-10	9.48023987730771e-156	Aque_Aqu2.1.29497-001;Scil_g3180	1.0074028415303958e-07	3.949716142243326e-124	Aque_Aqu2.1.36105-001;Scil_g4183	5.076089310239436e-23	4.1235711815286173e-48	Aque_Aqu2.1.35141-001;Scil_g1526	1.5821673928813966e-36	3.592781456546267e-36	Aque_Aqu2.1.36263-001;Scil_g354	2.6943670097304045e-37	1.5546747826160555e-30										Aque_Aqu2.1.21084-001;Scil_g9931	1.927774202645576e-05	1.1212275718423897e-108
																								Aque_Aqu2.1.42554-001;Scil_g7113	9.455809654106197e-07	2.194046516506588e-44										Aque_Aqu2.1.37476-001;Scil_g6562	5.2292252794325625e-06	3.150610825878503e-76	Aque_Aqu2.1.44059-001;Scil_g3256	9.002231695958927e-05	2.60698942674615e-95	Aque_Aqu2.1.18818-001;Scil_g4454	0.0016409961141571777	3.706663423434533e-89	Aque_Aqu2.1.42605-001;Scil_g8541	4.26182735823958e-21	2.148159297298708e-16	Aque_Aqu2.1.33574-001;Scil_g5971	6.176696126619883e-12	4.706490316160253e-38	Aque_Aqu2.1.37079-001;Scil_g176	6.546838397706728e-61	8.415208052090102e-09										Aque_Aqu2.1.28223-001;Scil_g20	0.0021934974242093703	5.354254602008442e-147
																								Aque_Aqu2.1.24985-001;Scil_g9168	1.2576336304887648e-05	2.6603166080681035e-50										Aque_Aqu2.1.34476-001;Scil_g10401	5.409178251333844e-55	2.4044236497706994e-39	Aque_Aqu2.1.36263-001;Scil_g3347	2.6943670097304045e-37	5.427141116821287e-118	Aque_Aqu2.1.41071-001;Scil_g12539	1.2605408495453003e-45	1.0586157984607387e-98	Aque_Aqu2.1.41071-001;Scil_g12539	1.2605408495453003e-45	1.05467902946831e-37	Aque_Aqu2.1.32946-001;Scil_g548	9.855469870684294e-28	4.398517727257713e-21	Aque_Aqu2.1.36105-001;Scil_g6454	5.076089310239436e-23	1.6118352340212025e-58										Aque_Aqu2.1.41892-001;Scil_g2609	7.446491649011122e-09	7.950642770247123e-141
																								Aque_Aqu2.1.16620-001;Scil_g10793	3.1961490506949677e-28	1.3853223905306347e-38										Aque_Aqu2.1.43623-001;Scil_g8784	8.0035423078785e-10	4.461475634554319e-97	Aque_Aqu2.1.41071-001;Scil_g12539	1.2605408495453003e-45	3.421131629871232e-100	Aque_Aqu2.1.43995-001;Scil_g7247	0.00273168138428814	1.94921464642178e-112	Aque_Aqu2.1.29989-001;Scil_g3256	1.925747833113352e-52	9.251044654563549e-36	Aque_Aqu2.1.28194-001;Scil_g2206	4.046495813640694e-27	4.2038282623182897e-32	Aque_Aqu2.1.36440-001;Scil_g1526	7.632745398517146e-67	4.0834552924289713e-10										Aque_Aqu2.1.40044-001;Scil_g552	0.001585805002091436	5.638858845049972e-106
																								Aque_Aqu2.1.36440-001;Scil_g1526	2.27822390648074e-24	4.0834552924289713e-10										Aque_Aqu2.1.27307-001;Scil_g7553	2.878002156680205e-05	7.512430928222242e-119	Aque_Aqu2.1.34340-001;Scil_g9951	1.4776551713302249e-54	4.014005938461441e-105	Aque_Aqu2.1.36105-001;Scil_g4183	5.076089310239436e-23	3.0006040599031106e-87	Aque_Aqu2.1.28194-001;Scil_g2206	4.046495813640694e-27	2.4905717815906032e-33	Aque_Aqu2.1.42605-001;Scil_g8541	4.26182735823958e-21	9.08174680924606e-19	Aque_Aqu2.1.33693-001;Scil_g7247	6.032629008795554e-09	1.8866332575949762e-54										Aque_Aqu2.1.41049-001;Scil_g130	4.614788979833916e-31	5.337243640263835e-130
